match_id,season,round,match_date,venue,home_team,away_team,home_score,away_score,crowd,margin,result,home_win
19930327_CarltonBlues,1993,1,1993-03-27,Princes Park,Carlton Blues,Fitzroy Lions,112,118,23433.0,-6,A,0.0
19930327_HawthornHawks,1993,1,1993-03-27,Waverley Park,Hawthorn Hawks,Melbourne Demons,93,70,25098.0,23,H,1.0
19930327_GeelongCats,1993,1,1993-03-27,GMHBA Stadium,Geelong Cats,St Kilda Saints,136,112,24337.0,24,H,1.0
19930328_WestCoastEagles,1993,1,1993-03-28,Domain Stadium,West Coast Eagles,Essendon Bombers,123,110,34361.0,13,H,1.0
19930328_RichmondTigers,1993,1,1993-03-28,Melbourne Cricket Ground,Richmond Tigers,Adelaide Crows,84,178,18473.0,-94,A,0.0
19930402_RichmondTigers,1993,2,1993-04-02,Melbourne Cricket Ground,Richmond Tigers,Brisbane Bears,126,80,14497.0,46,H,1.0
19930403_EssendonBombers,1993,2,1993-04-03,Melbourne Cricket Ground,Essendon Bombers,Carlton Blues,132,132,49856.0,0,D,
19930403_StKildaSaints,1993,2,1993-04-03,Waverley Park,St Kilda Saints,North Melbourne Kangaroos,132,125,23554.0,7,H,1.0
19930403_CollingwoodMagpies,1993,2,1993-04-03,Victoria Park,Collingwood Magpies,Geelong Cats,113,103,24147.0,10,H,1.0
19930403_MelbourneDemons,1993,2,1993-04-03,Princes Park,Melbourne Demons,Western Bulldogs,95,103,13076.0,-8,A,0.0
19930404_AdelaideCrows,1993,2,1993-04-04,AAMI Stadium,Adelaide Crows,West Coast Eagles,101,86,46258.0,15,H,1.0
19930404_SydneySwans,1993,2,1993-04-04,Sydney Cricket Ground,Sydney Swans,Hawthorn Hawks,92,149,10144.0,-57,A,0.0
19930410_StKildaSaints,1993,3,1993-04-10,Waverley Park,St Kilda Saints,Sydney Swans,132,94,25351.0,38,H,1.0
19930410_FitzroyLions,1993,3,1993-04-10,Princes Park,Fitzroy Lions,Western Bulldogs,98,101,18265.0,-3,A,0.0
19930411_WestCoastEagles,1993,3,1993-04-11,Domain Stadium,West Coast Eagles,Richmond Tigers,109,65,31110.0,44,H,1.0
19930411_BrisbaneBears,1993,3,1993-04-11,The Gabba,Brisbane Bears,Melbourne Demons,115,113,12821.0,2,H,1.0
19930412_GeelongCats,1993,3,1993-04-12,GMHBA Stadium,Geelong Cats,North Melbourne Kangaroos,84,108,23428.0,-24,A,0.0
19930412_CarltonBlues,1993,3,1993-04-12,Princes Park,Carlton Blues,Hawthorn Hawks,112,110,33274.0,2,H,1.0
19930412_EssendonBombers,1993,3,1993-04-12,Melbourne Cricket Ground,Essendon Bombers,Collingwood Magpies,109,139,87638.0,-30,A,0.0
19930416_AdelaideCrows,1993,4,1993-04-16,AAMI Stadium,Adelaide Crows,Fitzroy Lions,103,102,45671.0,1,H,1.0
19930417_HawthornHawks,1993,4,1993-04-17,Waverley Park,Hawthorn Hawks,Geelong Cats,79,125,31492.0,-46,A,0.0
19930417_CollingwoodMagpies,1993,4,1993-04-17,Victoria Park,Collingwood Magpies,St Kilda Saints,104,126,28350.0,-22,A,0.0
19930417_NorthMelbourneKangaroos,1993,4,1993-04-17,Melbourne Cricket Ground,North Melbourne Kangaroos,Melbourne Demons,128,99,24362.0,29,H,1.0
19930418_WestCoastEagles,1993,4,1993-04-18,Domain Stadium,West Coast Eagles,Brisbane Bears,98,46,30032.0,52,H,1.0
19930418_SydneySwans,1993,4,1993-04-18,Sydney Cricket Ground,Sydney Swans,Essendon Bombers,95,181,9023.0,-86,A,0.0
19930423_RichmondTigers,1993,5,1993-04-23,Melbourne Cricket Ground,Richmond Tigers,North Melbourne Kangaroos,122,159,35113.0,-37,A,0.0
19930424_WesternBulldogs,1993,5,1993-04-24,Western Oval,Western Bulldogs,Essendon Bombers,127,81,26923.0,46,H,1.0
19930424_FitzroyLions,1993,5,1993-04-24,Princes Park,Fitzroy Lions,Sydney Swans,167,74,10257.0,93,H,1.0
19930425_StKildaSaints,1993,5,1993-04-25,Waverley Park,St Kilda Saints,Carlton Blues,78,123,51211.0,-45,A,0.0
19930425_MelbourneDemons,1993,5,1993-04-25,Melbourne Cricket Ground,Melbourne Demons,Adelaide Crows,77,68,17011.0,9,H,1.0
19930425_BrisbaneBears,1993,5,1993-04-25,The Gabba,Brisbane Bears,Geelong Cats,126,127,12996.0,-1,A,0.0
19930430_AdelaideCrows,1993,6,1993-04-30,AAMI Stadium,Adelaide Crows,Hawthorn Hawks,88,105,46689.0,-17,A,0.0
19930430_MelbourneDemons,1993,6,1993-04-30,Melbourne Cricket Ground,Melbourne Demons,Richmond Tigers,153,60,33933.0,93,H,1.0
19930501_EssendonBombers,1993,6,1993-05-01,Melbourne Cricket Ground,Essendon Bombers,Geelong Cats,156,132,46588.0,24,H,1.0
19930501_NorthMelbourneKangaroos,1993,6,1993-05-01,Princes Park,North Melbourne Kangaroos,Sydney Swans,229,105,9230.0,124,H,1.0
19930502_CarltonBlues,1993,6,1993-05-02,Melbourne Cricket Ground,Carlton Blues,Collingwood Magpies,101,137,86196.0,-36,A,0.0
19930502_WestCoastEagles,1993,6,1993-05-02,Domain Stadium,West Coast Eagles,Western Bulldogs,125,84,32579.0,41,H,1.0
19930502_BrisbaneBears,1993,6,1993-05-02,The Gabba,Brisbane Bears,Fitzroy Lions,110,83,9893.0,27,H,1.0
19930508_CollingwoodMagpies,1993,7,1993-05-08,Victoria Park,Collingwood Magpies,Adelaide Crows,101,76,25854.0,25,H,1.0
19930508_WesternBulldogs,1993,7,1993-05-08,Western Oval,Western Bulldogs,North Melbourne Kangaroos,110,141,20942.0,-31,A,0.0
19930508_RichmondTigers,1993,7,1993-05-08,Melbourne Cricket Ground,Richmond Tigers,St Kilda Saints,136,104,29296.0,32,H,1.0
19930508_FitzroyLions,1993,7,1993-05-08,Princes Park,Fitzroy Lions,Melbourne Demons,79,78,13498.0,1,H,1.0
19930508_HawthornHawks,1993,7,1993-05-08,Waverley Park,Hawthorn Hawks,Brisbane Bears,113,70,14375.0,43,H,1.0
19930509_SydneySwans,1993,7,1993-05-09,Sydney Cricket Ground,Sydney Swans,Carlton Blues,95,139,9214.0,-44,A,0.0
19930509_GeelongCats,1993,7,1993-05-09,GMHBA Stadium,Geelong Cats,West Coast Eagles,105,113,23697.0,-8,A,0.0
19930514_WestCoastEagles,1993,8,1993-05-14,WACA,West Coast Eagles,Fitzroy Lions,58,76,28506.0,-18,A,0.0
19930515_CarltonBlues,1993,8,1993-05-15,Princes Park,Carlton Blues,Western Bulldogs,78,106,24133.0,-28,A,0.0
19930515_StKildaSaints,1993,8,1993-05-15,Waverley Park,St Kilda Saints,Essendon Bombers,67,125,43886.0,-58,A,0.0
19930515_CollingwoodMagpies,1993,8,1993-05-15,Victoria Park,Collingwood Magpies,Hawthorn Hawks,94,76,29880.0,18,H,1.0
19930516_AdelaideCrows,1993,8,1993-05-16,AAMI Stadium,Adelaide Crows,North Melbourne Kangaroos,123,121,45562.0,2,H,1.0
19930516_GeelongCats,1993,8,1993-05-16,GMHBA Stadium,Geelong Cats,Richmond Tigers,128,78,25224.0,50,H,1.0
19930516_BrisbaneBears,1993,8,1993-05-16,The Gabba,Brisbane Bears,Sydney Swans,219,57,8916.0,162,H,1.0
19930521_NorthMelbourneKangaroos,1993,9,1993-05-21,Melbourne Cricket Ground,North Melbourne Kangaroos,Carlton Blues,134,96,44833.0,38,H,1.0
19930522_HawthornHawks,1993,9,1993-05-22,Waverley Park,Hawthorn Hawks,Richmond Tigers,131,121,20316.0,10,H,1.0
19930522_FitzroyLions,1993,9,1993-05-22,Princes Park,Fitzroy Lions,Collingwood Magpies,92,73,24442.0,19,H,1.0
19930522_WesternBulldogs,1993,9,1993-05-22,Western Oval,Western Bulldogs,St Kilda Saints,143,79,17458.0,64,H,1.0
19930522_EssendonBombers,1993,9,1993-05-22,Melbourne Cricket Ground,Essendon Bombers,Adelaide Crows,111,65,34372.0,46,H,1.0
19930523_SydneySwans,1993,9,1993-05-23,Sydney Cricket Ground,Sydney Swans,Geelong Cats,104,129,9594.0,-25,A,0.0
19930523_MelbourneDemons,1993,9,1993-05-23,Melbourne Cricket Ground,Melbourne Demons,West Coast Eagles,101,88,22032.0,13,H,1.0
19930528_EssendonBombers,1993,10,1993-05-28,Melbourne Cricket Ground,Essendon Bombers,Fitzroy Lions,129,125,50567.0,4,H,1.0
19930529_StKildaSaints,1993,10,1993-05-29,Waverley Park,St Kilda Saints,West Coast Eagles,64,66,19918.0,-2,A,0.0
19930529_CarltonBlues,1993,10,1993-05-29,Princes Park,Carlton Blues,Melbourne Demons,128,74,23702.0,54,H,1.0
19930529_WesternBulldogs,1993,10,1993-05-29,Western Oval,Western Bulldogs,Hawthorn Hawks,62,132,19397.0,-70,A,0.0
19930529_RichmondTigers,1993,10,1993-05-29,Melbourne Cricket Ground,Richmond Tigers,Sydney Swans,122,93,17781.0,29,H,1.0
19930529_CollingwoodMagpies,1993,10,1993-05-29,Victoria Park,Collingwood Magpies,North Melbourne Kangaroos,43,126,29779.0,-83,A,0.0
19930530_BrisbaneBears,1993,10,1993-05-30,The Gabba,Brisbane Bears,Adelaide Crows,85,122,12395.0,-37,A,0.0
19930612_FitzroyLions,1993,11,1993-06-12,Princes Park,Fitzroy Lions,Richmond Tigers,56,82,11366.0,-26,A,0.0
19930612_GeelongCats,1993,11,1993-06-12,Melbourne Cricket Ground,Geelong Cats,Carlton Blues,89,118,37119.0,-29,A,0.0
19930612_StKildaSaints,1993,11,1993-06-12,Waverley Park,St Kilda Saints,Brisbane Bears,130,75,11748.0,55,H,1.0
19930613_AdelaideCrows,1993,11,1993-06-13,AAMI Stadium,Adelaide Crows,Western Bulldogs,107,62,44979.0,45,H,1.0
19930613_SydneySwans,1993,11,1993-06-13,Sydney Cricket Ground,Sydney Swans,West Coast Eagles,63,120,8794.0,-57,A,0.0
19930614_MelbourneDemons,1993,11,1993-06-14,Melbourne Cricket Ground,Melbourne Demons,Collingwood Magpies,160,109,57833.0,51,H,1.0
19930614_HawthornHawks,1993,11,1993-06-14,Waverley Park,Hawthorn Hawks,Essendon Bombers,86,116,47295.0,-30,A,0.0
19930618_WestCoastEagles,1993,12,1993-06-18,WACA,West Coast Eagles,North Melbourne Kangaroos,101,107,30183.0,-6,A,0.0
19930619_MelbourneDemons,1993,12,1993-06-19,Melbourne Cricket Ground,Melbourne Demons,Essendon Bombers,105,71,44094.0,34,H,1.0
19930619_CarltonBlues,1993,12,1993-06-19,Princes Park,Carlton Blues,Adelaide Crows,156,77,21405.0,79,H,1.0
19930619_WesternBulldogs,1993,12,1993-06-19,Western Oval,Western Bulldogs,Sydney Swans,94,69,11797.0,25,H,1.0
19930619_HawthornHawks,1993,12,1993-06-19,Waverley Park,Hawthorn Hawks,St Kilda Saints,152,74,28975.0,78,H,1.0
19930620_BrisbaneBears,1993,12,1993-06-20,The Gabba,Brisbane Bears,Collingwood Magpies,97,138,15471.0,-41,A,0.0
19930620_GeelongCats,1993,12,1993-06-20,GMHBA Stadium,Geelong Cats,Fitzroy Lions,113,106,19308.0,7,H,1.0
19930625_NorthMelbourneKangaroos,1993,13,1993-06-25,Melbourne Cricket Ground,North Melbourne Kangaroos,Hawthorn Hawks,80,83,47705.0,-3,A,0.0
19930626_FitzroyLions,1993,13,1993-06-26,Waverley Park,Fitzroy Lions,St Kilda Saints,79,112,15181.0,-33,A,0.0
19930626_CollingwoodMagpies,1993,13,1993-06-26,Victoria Park,Collingwood Magpies,West Coast Eagles,71,94,24371.0,-23,A,0.0
19930626_EssendonBombers,1993,13,1993-06-26,Princes Park,Essendon Bombers,Richmond Tigers,141,63,19105.0,78,H,1.0
19930626_WesternBulldogs,1993,13,1993-06-26,Western Oval,Western Bulldogs,Brisbane Bears,121,93,15397.0,28,H,1.0
19930627_SydneySwans,1993,13,1993-06-27,Sydney Cricket Ground,Sydney Swans,Melbourne Demons,149,109,8250.0,40,H,1.0
19930627_AdelaideCrows,1993,13,1993-06-27,AAMI Stadium,Adelaide Crows,Geelong Cats,115,95,46496.0,20,H,1.0
19930702_SydneySwans,1993,14,1993-07-02,Sydney Cricket Ground,Sydney Swans,Adelaide Crows,82,126,13057.0,-44,A,0.0
19930703_FitzroyLions,1993,14,1993-07-03,Princes Park,Fitzroy Lions,North Melbourne Kangaroos,119,118,13965.0,1,H,1.0
19930703_StKildaSaints,1993,14,1993-07-03,Waverley Park,St Kilda Saints,Melbourne Demons,46,92,23398.0,-46,A,0.0
19930703_GeelongCats,1993,14,1993-07-03,GMHBA Stadium,Geelong Cats,Western Bulldogs,110,54,19293.0,56,H,1.0
19930703_EssendonBombers,1993,14,1993-07-03,Melbourne Cricket Ground,Essendon Bombers,Brisbane Bears,155,39,20453.0,116,H,1.0
19930704_RichmondTigers,1993,14,1993-07-04,Melbourne Cricket Ground,Richmond Tigers,Collingwood Magpies,117,147,49980.0,-30,A,0.0
19930704_WestCoastEagles,1993,14,1993-07-04,Domain Stadium,West Coast Eagles,Carlton Blues,91,92,39789.0,-1,A,0.0
19930709_NorthMelbourneKangaroos,1993,15,1993-07-09,Melbourne Cricket Ground,North Melbourne Kangaroos,Essendon Bombers,129,91,55693.0,38,H,1.0
19930710_CarltonBlues,1993,15,1993-07-10,Princes Park,Carlton Blues,Brisbane Bears,131,97,16934.0,34,H,1.0
19930710_HawthornHawks,1993,15,1993-07-10,Waverley Park,Hawthorn Hawks,Fitzroy Lions,110,64,21744.0,46,H,1.0
19930710_MelbourneDemons,1993,15,1993-07-10,Melbourne Cricket Ground,Melbourne Demons,Geelong Cats,141,127,40819.0,14,H,1.0
19930710_CollingwoodMagpies,1993,15,1993-07-10,Victoria Park,Collingwood Magpies,Sydney Swans,169,77,20394.0,92,H,1.0
19930711_AdelaideCrows,1993,15,1993-07-11,AAMI Stadium,Adelaide Crows,St Kilda Saints,156,63,46667.0,93,H,1.0
19930711_RichmondTigers,1993,15,1993-07-11,Melbourne Cricket Ground,Richmond Tigers,Western Bulldogs,62,78,24832.0,-16,A,0.0
19930716_AdelaideCrows,1993,16,1993-07-16,AAMI Stadium,Adelaide Crows,Richmond Tigers,171,32,45109.0,139,H,1.0
19930717_CollingwoodMagpies,1993,16,1993-07-17,Victoria Park,Collingwood Magpies,Western Bulldogs,145,81,26156.0,64,H,1.0
19930717_MelbourneDemons,1993,16,1993-07-17,Melbourne Cricket Ground,Melbourne Demons,Hawthorn Hawks,90,106,44303.0,-16,A,0.0
19930717_StKildaSaints,1993,16,1993-07-17,Waverley Park,St Kilda Saints,Geelong Cats,177,106,22059.0,71,H,1.0
19930717_FitzroyLions,1993,16,1993-07-17,Princes Park,Fitzroy Lions,Carlton Blues,95,181,24987.0,-86,A,0.0
19930718_EssendonBombers,1993,16,1993-07-18,Melbourne Cricket Ground,Essendon Bombers,West Coast Eagles,89,87,44507.0,2,H,1.0
19930718_BrisbaneBears,1993,16,1993-07-18,The Gabba,Brisbane Bears,North Melbourne Kangaroos,104,146,9609.0,-42,A,0.0
19930723_NorthMelbourneKangaroos,1993,17,1993-07-23,Melbourne Cricket Ground,North Melbourne Kangaroos,St Kilda Saints,97,112,28410.0,-15,A,0.0
19930724_WesternBulldogs,1993,17,1993-07-24,Western Oval,Western Bulldogs,Melbourne Demons,97,110,14469.0,-13,A,0.0
19930724_GeelongCats,1993,17,1993-07-24,Waverley Park,Geelong Cats,Collingwood Magpies,87,79,38166.0,8,H,1.0
19930724_CarltonBlues,1993,17,1993-07-24,Melbourne Cricket Ground,Carlton Blues,Essendon Bombers,83,104,67035.0,-21,A,0.0
19930725_BrisbaneBears,1993,17,1993-07-25,The Gabba,Brisbane Bears,Richmond Tigers,118,99,8797.0,19,H,1.0
19930725_HawthornHawks,1993,17,1993-07-25,Waverley Park,Hawthorn Hawks,Sydney Swans,159,67,13397.0,92,H,1.0
19930725_WestCoastEagles,1993,17,1993-07-25,Domain Stadium,West Coast Eagles,Adelaide Crows,107,70,36081.0,37,H,1.0
19930730_CollingwoodMagpies,1993,18,1993-07-30,Melbourne Cricket Ground,Collingwood Magpies,Essendon Bombers,55,123,87573.0,-68,A,0.0
19930731_RichmondTigers,1993,18,1993-07-31,Princes Park,Richmond Tigers,West Coast Eagles,81,100,6025.0,-19,A,0.0
19930731_NorthMelbourneKangaroos,1993,18,1993-07-31,Melbourne Cricket Ground,North Melbourne Kangaroos,Geelong Cats,72,166,34439.0,-94,A,0.0
19930731_HawthornHawks,1993,18,1993-07-31,Waverley Park,Hawthorn Hawks,Carlton Blues,91,122,40850.0,-31,A,0.0
19930731_WesternBulldogs,1993,18,1993-07-31,Western Oval,Western Bulldogs,Fitzroy Lions,146,84,13029.0,62,H,1.0
19930801_SydneySwans,1993,18,1993-08-01,Sydney Cricket Ground,Sydney Swans,St Kilda Saints,118,155,9756.0,-37,A,0.0
19930801_MelbourneDemons,1993,18,1993-08-01,Melbourne Cricket Ground,Melbourne Demons,Brisbane Bears,138,49,15664.0,89,H,1.0
19930806_EssendonBombers,1993,19,1993-08-06,Melbourne Cricket Ground,Essendon Bombers,Sydney Swans,117,96,22813.0,21,H,1.0
19930807_RichmondTigers,1993,19,1993-08-07,Melbourne Cricket Ground,Richmond Tigers,Carlton Blues,83,106,30874.0,-23,A,0.0
19930807_FitzroyLions,1993,19,1993-08-07,Princes Park,Fitzroy Lions,Adelaide Crows,99,94,8545.0,5,H,1.0
19930807_GeelongCats,1993,19,1993-08-07,GMHBA Stadium,Geelong Cats,Hawthorn Hawks,150,68,25817.0,82,H,1.0
19930807_StKildaSaints,1993,19,1993-08-07,Waverley Park,St Kilda Saints,Collingwood Magpies,68,80,40327.0,-12,A,0.0
19930808_BrisbaneBears,1993,19,1993-08-08,The Gabba,Brisbane Bears,West Coast Eagles,71,131,9046.0,-60,A,0.0
19930813_SydneySwans,1993,20,1993-08-13,Sydney Cricket Ground,Sydney Swans,Fitzroy Lions,99,114,8214.0,-15,A,0.0
19930814_CarltonBlues,1993,20,1993-08-14,Princes Park,Carlton Blues,St Kilda Saints,77,84,22774.0,-7,A,0.0
19930814_EssendonBombers,1993,20,1993-08-14,Melbourne Cricket Ground,Essendon Bombers,Western Bulldogs,98,85,40229.0,13,H,1.0
19930815_AdelaideCrows,1993,20,1993-08-15,AAMI Stadium,Adelaide Crows,Melbourne Demons,105,46,46310.0,59,H,1.0
19930815_WestCoastEagles,1993,20,1993-08-15,Domain Stadium,West Coast Eagles,Hawthorn Hawks,67,45,41988.0,22,H,1.0
19930815_NorthMelbourneKangaroos,1993,20,1993-08-15,Melbourne Cricket Ground,North Melbourne Kangaroos,Richmond Tigers,128,84,17585.0,44,H,1.0
19930821_HawthornHawks,1993,21,1993-08-21,Waverley Park,Hawthorn Hawks,Adelaide Crows,115,88,26540.0,27,H,1.0
19930821_CollingwoodMagpies,1993,21,1993-08-21,Melbourne Cricket Ground,Collingwood Magpies,Carlton Blues,63,117,84054.0,-54,A,0.0
19930821_FitzroyLions,1993,21,1993-08-21,Princes Park,Fitzroy Lions,Brisbane Bears,147,43,6214.0,104,H,1.0
19930821_GeelongCats,1993,21,1993-08-21,GMHBA Stadium,Geelong Cats,Essendon Bombers,126,94,32808.0,32,H,1.0
19930821_WesternBulldogs,1993,21,1993-08-21,Western Oval,Western Bulldogs,West Coast Eagles,94,52,12444.0,42,H,1.0
19930822_SydneySwans,1993,21,1993-08-22,Sydney Cricket Ground,Sydney Swans,North Melbourne Kangaroos,98,160,8180.0,-62,A,0.0
19930822_RichmondTigers,1993,21,1993-08-22,Melbourne Cricket Ground,Richmond Tigers,Melbourne Demons,54,175,21654.0,-121,A,0.0
19930827_WestCoastEagles,1993,22,1993-08-27,WACA,West Coast Eagles,Geelong Cats,96,116,32121.0,-20,A,0.0
19930828_NorthMelbourneKangaroos,1993,22,1993-08-28,Melbourne Cricket Ground,North Melbourne Kangaroos,Western Bulldogs,123,135,31109.0,-12,A,0.0
19930828_StKildaSaints,1993,22,1993-08-28,Waverley Park,St Kilda Saints,Richmond Tigers,125,82,22971.0,43,H,1.0
19930828_CarltonBlues,1993,22,1993-08-28,Princes Park,Carlton Blues,Sydney Swans,111,110,21900.0,1,H,1.0
19930829_AdelaideCrows,1993,22,1993-08-29,AAMI Stadium,Adelaide Crows,Collingwood Magpies,135,111,48522.0,24,H,1.0
19930829_BrisbaneBears,1993,22,1993-08-29,The Gabba,Brisbane Bears,Hawthorn Hawks,106,163,11544.0,-57,A,0.0
19930829_MelbourneDemons,1993,22,1993-08-29,Melbourne Cricket Ground,Melbourne Demons,Fitzroy Lions,75,98,22605.0,-23,A,0.0
19930904_CarltonBlues,1993,QF,1993-09-04,Melbourne Cricket Ground,Carlton Blues,Essendon Bombers,100,98,79739.0,2,H,1.0
19930904_WestCoastEagles,1993,EF,1993-09-04,Waverley Park,West Coast Eagles,North Melbourne Kangaroos,120,69,29147.0,51,H,1.0
19930905_AdelaideCrows,1993,EF,1993-09-05,Melbourne Cricket Ground,Adelaide Crows,Hawthorn Hawks,110,95,55287.0,15,H,1.0
19930911_CarltonBlues,1993,SF,1993-09-11,Waverley Park,Carlton Blues,Adelaide Crows,86,68,59233.0,18,H,1.0
19930912_EssendonBombers,1993,SF,1993-09-12,Melbourne Cricket Ground,Essendon Bombers,West Coast Eagles,108,76,75453.0,32,H,1.0
19930918_EssendonBombers,1993,PF,1993-09-18,Melbourne Cricket Ground,Essendon Bombers,Adelaide Crows,111,100,76380.0,11,H,1.0
19930925_EssendonBombers,1993,GF,1993-09-25,Melbourne Cricket Ground,Essendon Bombers,Carlton Blues,133,89,96862.0,44,H,1.0
19940326_WesternBulldogs,1994,1,1994-03-26,Western Oval,Western Bulldogs,Richmond Tigers,113,111,18592.0,2,H,1.0
19940326_CollingwoodMagpies,1994,1,1994-03-26,Victoria Park,Collingwood Magpies,Fitzroy Lions,114,103,25602.0,11,H,1.0
19940326_StKildaSaints,1994,1,1994-03-26,Waverley Park,St Kilda Saints,Hawthorn Hawks,97,153,29582.0,-56,A,0.0
19940326_EssendonBombers,1994,1,1994-03-26,Melbourne Cricket Ground,Essendon Bombers,West Coast Eagles,82,79,39492.0,3,H,1.0
19940327_AdelaideCrows,1994,1,1994-03-27,AAMI Stadium,Adelaide Crows,Carlton Blues,150,84,44953.0,66,H,1.0
19940327_MelbourneDemons,1994,1,1994-03-27,Melbourne Cricket Ground,Melbourne Demons,Geelong Cats,174,109,39741.0,65,H,1.0
19940327_BrisbaneBears,1994,1,1994-03-27,The Gabba,Brisbane Bears,Sydney Swans,99,89,7901.0,10,H,1.0
19940402_FitzroyLions,1994,2,1994-04-02,Princes Park,Fitzroy Lions,Essendon Bombers,112,99,24872.0,13,H,1.0
19940402_HawthornHawks,1994,2,1994-04-02,Waverley Park,Hawthorn Hawks,Melbourne Demons,64,118,29581.0,-54,A,0.0
19940402_NorthMelbourneKangaroos,1994,2,1994-04-02,Melbourne Cricket Ground,North Melbourne Kangaroos,St Kilda Saints,142,73,27195.0,69,H,1.0
19940403_WestCoastEagles,1994,2,1994-04-03,Domain Stadium,West Coast Eagles,Adelaide Crows,97,78,28228.0,19,H,1.0
19940403_RichmondTigers,1994,2,1994-04-03,Melbourne Cricket Ground,Richmond Tigers,Brisbane Bears,134,72,15333.0,62,H,1.0
19940404_GeelongCats,1994,2,1994-04-04,GMHBA Stadium,Geelong Cats,Western Bulldogs,152,64,24019.0,88,H,1.0
19940404_CollingwoodMagpies,1994,2,1994-04-04,Melbourne Cricket Ground,Collingwood Magpies,Carlton Blues,100,66,85063.0,34,H,1.0
19940408_NorthMelbourneKangaroos,1994,3,1994-04-08,Melbourne Cricket Ground,North Melbourne Kangaroos,Hawthorn Hawks,173,46,36726.0,127,H,1.0
19940409_FitzroyLions,1994,3,1994-04-09,Western Oval,Fitzroy Lions,Brisbane Bears,111,78,8829.0,33,H,1.0
19940409_StKildaSaints,1994,3,1994-04-09,Waverley Park,St Kilda Saints,Essendon Bombers,108,94,30454.0,14,H,1.0
19940409_RichmondTigers,1994,3,1994-04-09,Melbourne Cricket Ground,Richmond Tigers,West Coast Eagles,39,135,19609.0,-96,A,0.0
19940410_CollingwoodMagpies,1994,3,1994-04-10,Melbourne Cricket Ground,Collingwood Magpies,Western Bulldogs,95,94,38307.0,1,H,1.0
19940410_CarltonBlues,1994,3,1994-04-10,Princes Park,Carlton Blues,Geelong Cats,99,70,28496.0,29,H,1.0
19940410_SydneySwans,1994,3,1994-04-10,Sydney Cricket Ground,Sydney Swans,Adelaide Crows,135,154,11068.0,-19,A,0.0
19940415_SydneySwans,1994,4,1994-04-15,Sydney Cricket Ground,Sydney Swans,Richmond Tigers,86,72,9727.0,14,H,1.0
19940416_WestCoastEagles,1994,4,1994-04-16,WACA,West Coast Eagles,Fitzroy Lions,129,53,28980.0,76,H,1.0
19940416_EssendonBombers,1994,4,1994-04-16,Melbourne Cricket Ground,Essendon Bombers,Melbourne Demons,66,84,61193.0,-18,A,0.0
19940416_WesternBulldogs,1994,4,1994-04-16,Western Oval,Western Bulldogs,North Melbourne Kangaroos,99,112,21630.0,-13,A,0.0
19940416_HawthornHawks,1994,4,1994-04-16,Waverley Park,Hawthorn Hawks,Carlton Blues,73,160,30944.0,-87,A,0.0
19940417_AdelaideCrows,1994,4,1994-04-17,AAMI Stadium,Adelaide Crows,Geelong Cats,104,77,45638.0,27,H,1.0
19940417_BrisbaneBears,1994,4,1994-04-17,The Gabba,Brisbane Bears,St Kilda Saints,151,98,11290.0,53,H,1.0
19940422_MelbourneDemons,1994,5,1994-04-22,Melbourne Cricket Ground,Melbourne Demons,Brisbane Bears,117,30,20946.0,87,H,1.0
19940423_EssendonBombers,1994,5,1994-04-23,Melbourne Cricket Ground,Essendon Bombers,Collingwood Magpies,98,94,74330.0,4,H,1.0
19940423_GeelongCats,1994,5,1994-04-23,GMHBA Stadium,Geelong Cats,North Melbourne Kangaroos,120,105,23490.0,15,H,1.0
19940423_FitzroyLions,1994,5,1994-04-23,Western Oval,Fitzroy Lions,Sydney Swans,137,129,10514.0,8,H,1.0
19940424_WestCoastEagles,1994,5,1994-04-24,Domain Stadium,West Coast Eagles,Hawthorn Hawks,58,129,27357.0,-71,A,0.0
19940424_AdelaideCrows,1994,5,1994-04-24,AAMI Stadium,Adelaide Crows,Western Bulldogs,93,110,44426.0,-17,A,0.0
19940425_StKildaSaints,1994,5,1994-04-25,Waverley Park,St Kilda Saints,Richmond Tigers,70,112,37870.0,-42,A,0.0
19940430_MelbourneDemons,1994,6,1994-04-30,Waverley Park,Melbourne Demons,Collingwood Magpies,60,55,47211.0,5,H,1.0
19940430_NorthMelbourneKangaroos,1994,6,1994-04-30,Melbourne Cricket Ground,North Melbourne Kangaroos,West Coast Eagles,86,123,27022.0,-37,A,0.0
19940430_BrisbaneBears,1994,6,1994-04-30,The Gabba,Brisbane Bears,Adelaide Crows,110,121,9457.0,-11,A,0.0
19940430_CarltonBlues,1994,6,1994-04-30,Princes Park,Carlton Blues,Sydney Swans,134,74,22810.0,60,H,1.0
19940507_HawthornHawks,1994,7,1994-05-07,Waverley Park,Hawthorn Hawks,Essendon Bombers,88,75,33927.0,13,H,1.0
19940507_RichmondTigers,1994,7,1994-05-07,Princes Park,Richmond Tigers,Fitzroy Lions,133,92,14614.0,41,H,1.0
19940507_MelbourneDemons,1994,7,1994-05-07,Melbourne Cricket Ground,Melbourne Demons,North Melbourne Kangaroos,58,90,34601.0,-32,A,0.0
19940508_WestCoastEagles,1994,7,1994-05-08,Domain Stadium,West Coast Eagles,Carlton Blues,115,49,26676.0,66,H,1.0
19940508_SydneySwans,1994,7,1994-05-08,Sydney Cricket Ground,Sydney Swans,St Kilda Saints,109,110,9295.0,-1,A,0.0
