id,team_name,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds
1681,carlton blues,15,2021-06-27,2021,H,adelaide crows,2.0 10.4 12.6 12.11,83,2.6 5.6 8.9 10.13,73,W,10,Marvel Stadium,14930.0,12,11,10,13
1682,carlton blues,16,2021-07-03,2021,A,fremantle dockers,4.2 7.2 10.3 12.8,80,0.4 4.8 8.15 8.16,64,W,16,Melbourne Cricket Ground,12103.0,12,8,8,16
1683,carlton blues,17,2021-07-10,2021,H,geelong cats,1.5 1.9 2.13 5.14,44,2.1 3.4 6.7 10.10,70,L,-26,Melbourne Cricket Ground,31834.0,5,14,10,10
9906,western bulldogs,12,2012-06-17,2012,H,port adelaide power,3.6 5.10 9.16 13.17,95,1.0 4.4 7.6 8.9,57,W,38,Marvel Stadium,16036.0,13,17,8,9
1685,carlton blues,19,2021-07-24,2021,H,north melbourne kangaroos,2.5 5.6 5.10 11.11,77,3.1 5.4 12.6 18.8,116,L,-39,Marvel Stadium,0.0,11,11,18,8
9938,western bulldogs,22,2013-08-25,2013,A,brisbane lions,2.5 4.6 8.11 13.15,93,7.1 13.2 14.3 15.10,100,L,-7,The Gabba,20130.0,13,15,15,10
1687,carlton blues,21,2021-08-07,2021,H,gold coast suns,3.2 5.5 6.8 8.9,57,1.4 3.8 7.9 11.10,76,L,-19,Marvel Stadium,0.0,8,9,11,10
1688,carlton blues,22,2021-08-14,2021,A,port adelaide power,2.6 5.9 5.12 5.15,45,2.2 8.6 12.11 21.14,140,L,-95,Adelaide Oval,13943.0,5,15,21,14
1689,carlton blues,23,2021-08-21,2021,H,greater western sydney giants,2.4 6.6 7.7 11.9,75,1.3 6.5 9.10 12.17,89,L,-14,Marvel Stadium,0.0,11,9,12,17
1690,carlton blues,1,2022-03-17,2022,H,richmond tigers,1.3 5.9 7.12 14.17,101,4.5 4.7 10.9 11.10,76,W,25,Melbourne Cricket Ground,72179.0,14,17,11,10
1691,carlton blues,2,2022-03-24,2022,A,western bulldogs,5.2 12.4 14.5 16.6,102,4.1 7.3 11.5 13.12,90,W,12,Marvel Stadium,34961.0,16,6,13,12
1694,carlton blues,5,2022-04-17,2022,H,port adelaide power,6.4 12.6 13.8 14.10,94,2.3 4.5 10.9 13.13,91,W,3,Melbourne Cricket Ground,33433.0,14,10,13,13
1695,carlton blues,6,2022-04-23,2022,A,fremantle dockers,2.2 4.5 6.7 9.8,62,1.4 7.6 11.9 14.13,97,L,-35,Optus Stadium,42302.0,9,8,14,13
1696,carlton blues,7,2022-04-30,2022,H,north melbourne kangaroos,5.2 8.5 15.8 17.12,114,2.3 7.3 9.4 10.4,64,W,50,Marvel Stadium,40129.0,17,12,10,4
1697,carlton blues,8,2022-05-08,2022,H,adelaide crows,3.3 9.6 15.12 17.14,116,2.2 5.4 5.6 10.8,68,W,48,Marvel Stadium,25376.0,17,14,10,8
1698,carlton blues,9,2022-05-15,2022,A,greater western sydney giants,5.3 7.5 10.12 15.15,105,3.3 7.5 10.6 11.9,75,W,30,ENGIE Stadium,8754.0,15,15,11,9
1699,carlton blues,10,2022-05-20,2022,H,sydney swans,3.5 12.8 14.9 15.12,102,4.0 7.0 12.4 13.9,87,W,15,Marvel Stadium,44769.0,15,12,13,9
1700,carlton blues,11,2022-05-29,2022,A,collingwood magpies,2.2 6.2 6.7 11.9,75,3.4 4.8 7.12 11.13,79,L,-4,Melbourne Cricket Ground,80627.0,11,9,11,13
1701,carlton blues,13,2022-06-10,2022,A,essendon bombers,4.1 9.4 12.6 12.8,80,3.2 5.4 7.8 7.12,54,W,26,Melbourne Cricket Ground,65440.0,12,8,7,12
1702,carlton blues,14,2022-06-16,2022,A,richmond tigers,0.4 3.5 6.8 9.12,66,3.2 7.6 8.10 11.15,81,L,-15,Melbourne Cricket Ground,50741.0,9,12,11,15
1703,carlton blues,15,2022-06-25,2022,H,fremantle dockers,1.3 6.5 9.7 12.9,81,3.0 4.2 6.5 7.8,50,W,31,Marvel Stadium,35441.0,12,9,7,8
1704,carlton blues,16,2022-07-01,2022,H,st kilda saints,2.4 6.7 7.13 10.18,78,3.6 7.6 10.7 14.9,93,L,-15,Marvel Stadium,43194.0,10,18,14,9
1705,carlton blues,17,2022-07-10,2022,A,west coast eagles,5.4 8.7 10.10 17.14,116,0.0 7.3 8.5 8.5,53,W,63,Optus Stadium,43359.0,17,14,8,5
1706,carlton blues,18,2022-07-16,2022,H,geelong cats,4.1 5.1 6.3 8.7,55,3.4 7.6 10.8 12.13,85,L,-30,Melbourne Cricket Ground,68208.0,8,7,12,13
9946,western bulldogs,7,2014-05-03,2014,A,essendon bombers,3.5 5.8 7.9 9.11,65,3.3 3.6 9.10 10.13,73,L,-8,Marvel Stadium,33289.0,9,11,10,13
1708,carlton blues,20,2022-07-30,2022,A,adelaide crows,3.1 5.2 6.6 8.7,55,2.4 5.6 8.9 12.12,84,L,-29,Adelaide Oval,35666.0,8,7,12,12
9961,western bulldogs,23,2014-08-31,2014,H,greater western sydney giants,2.4 5.8 11.14 15.19,109,4.0 10.4 12.6 18.7,115,L,-6,Marvel Stadium,14725.0,15,19,18,7
1710,carlton blues,22,2022-08-13,2022,A,melbourne demons,1.3 3.4 7.8 10.14,74,1.2 4.6 7.11 11.13,79,L,-5,Melbourne Cricket Ground,55705.0,10,14,11,13
1711,carlton blues,23,2022-08-21,2022,H,collingwood magpies,0.3 2.5 10.8 10.14,74,3.5 5.6 6.8 11.9,75,L,-1,Melbourne Cricket Ground,88287.0,10,14,11,9
1712,carlton blues,1,2023-03-16,2023,A,richmond tigers,3.1 4.6 6.9 8.10,58,1.4 2.4 7.8 8.10,58,D,0,Melbourne Cricket Ground,88084.0,8,10,8,10
9979,western bulldogs,19,2015-08-08,2015,H,port adelaide power,2.2 9.7 12.13 19.14,128,3.3 3.5 6.7 9.10,64,W,64,Marvel Stadium,20590.0,19,14,9,10
10054,western bulldogs,23,2018-08-25,2018,A,richmond tigers,6.0 8.3 11.6 14.11,95,5.1 7.7 12.8 15.8,98,L,-3,Melbourne Cricket Ground,56998.0,14,11,15,8
10075,western bulldogs,22,2019-08-18,2019,A,greater western sydney giants,7.1 9.3 14.9 19.12,126,5.3 9.6 9.10 9.11,65,W,61,ENGIE Stadium,10139.0,19,12,9,11
10104,western bulldogs,9,2021-05-15,2021,A,port adelaide power,6.2 8.2 12.5 15.6,96,2.1 8.1 9.4 12.5,77,W,19,Adelaide Oval,32787.0,15,6,12,5
1717,carlton blues,6,2023-04-23,2023,H,st kilda saints,3.4 6.7 7.10 8.12,60,3.2 6.3 11.7 12.10,82,L,-22,Marvel Stadium,45770.0,8,12,12,10
1718,carlton blues,7,2023-04-29,2023,A,west coast eagles,5.6 9.8 14.12 23.14,152,2.3 3.4 3.7 6.8,44,W,108,Optus Stadium,47940.0,23,14,6,8
1719,carlton blues,8,2023-05-05,2023,H,brisbane lions,5.1 6.3 6.5 11.8,74,5.3 7.7 12.9 15.10,100,L,-26,Marvel Stadium,45458.0,11,8,15,10
1720,carlton blues,9,2023-05-13,2023,H,western bulldogs,0.3 1.4 5.8 8.11,59,2.2 4.4 6.10 11.13,79,L,-20,Marvel Stadium,42756.0,8,11,11,13
1721,carlton blues,10,2023-05-21,2023,H,collingwood magpies,1.2 4.6 5.10 7.15,57,5.2 10.5 11.6 13.7,85,L,-28,Melbourne Cricket Ground,80354.0,7,15,13,7
1722,carlton blues,11,2023-05-26,2023,A,sydney swans,3.4 4.8 6.12 6.15,51,4.1 6.2 8.8 11.11,77,L,-26,Sydney Cricket Ground,36310.0,6,15,11,11
10105,western bulldogs,10,2021-05-22,2021,H,st kilda saints,3.5 10.10 15.13 21.18,144,2.0 3.1 4.2 5.3,33,W,111,Marvel Stadium,28720.0,21,18,5,3
1724,carlton blues,13,2023-06-11,2023,H,essendon bombers,1.5 3.10 5.10 6.16,52,2.4 4.6 11.7 13.8,86,L,-34,Melbourne Cricket Ground,83638.0,6,16,13,8
1725,carlton blues,14,2023-06-18,2023,H,gold coast suns,1.2 10.5 13.8 18.12,120,2.6 2.9 5.11 8.13,61,W,59,Melbourne Cricket Ground,29602.0,18,12,8,13
1726,carlton blues,16,2023-07-02,2023,A,hawthorn hawks,3.4 8.7 11.10 17.10,112,0.3 0.5 5.8 7.10,52,W,60,Melbourne Cricket Ground,66337.0,17,10,7,10
1727,carlton blues,17,2023-07-09,2023,A,fremantle dockers,4.3 6.8 12.12 14.14,98,0.3 2.7 2.8 6.9,45,W,53,Optus Stadium,49469.0,14,14,6,9
1728,carlton blues,18,2023-07-15,2023,H,port adelaide power,3.6 9.8 14.10 18.14,122,2.2 4.7 9.9 10.12,72,W,50,Marvel Stadium,34306.0,18,14,10,12
10162,western bulldogs,19,2023-07-21,2023,A,essendon bombers,1.3 7.5 9.7 13.12,90,3.2 5.3 6.5 7.7,49,W,41,Marvel Stadium,43634.0,13,12,7,7
1730,carlton blues,20,2023-07-28,2023,A,collingwood magpies,3.4 7.5 10.6 14.9,93,3.4 4.6 6.11 10.16,76,W,17,Melbourne Cricket Ground,86785.0,14,9,10,16
1731,carlton blues,21,2023-08-06,2023,A,st kilda saints,2.4 3.4 6.7 10.13,73,3.1 7.2 8.3 8.6,54,W,19,Marvel Stadium,42656.0,10,13,8,6
1732,carlton blues,22,2023-08-12,2023,H,melbourne demons,1.3 3.5 6.6 9.6,60,1.0 3.3 6.6 8.8,56,W,4,Melbourne Cricket Ground,68577.0,9,6,8,8
1733,carlton blues,23,2023-08-19,2023,A,gold coast suns,1.2 7.5 8.12 13.13,91,6.5 7.7 9.7 13.9,87,W,4,People First Stadium,19253.0,13,13,13,9
1734,carlton blues,24,2023-08-27,2023,H,greater western sydney giants,4.3 7.5 9.5 11.7,73,3.2 8.4 13.7 16.9,105,L,-32,Marvel Stadium,44354.0,11,7,16,9
1735,carlton blues,EF,2023-09-08,2023,H,sydney swans,3.2 7.5 10.6 11.8,74,1.5 2.6 7.9 9.14,68,W,6,Melbourne Cricket Ground,92026.0,11,8,9,14
1742,carlton blues,5,2024-04-13,2024,H,adelaide crows,5.1 8.2 11.9 14.14,98,4.0 7.2 12.3 16.4,100,L,-2,Marvel Stadium,46283.0,14,14,16,4
10192,western bulldogs,1,2025-03-15,2025,H,north melbourne kangaroos,5.3 8.5 12.7 17.11,113,1.4 6.7 10.12 14.13,97,W,16,Marvel Stadium,34406.0,17,11,14,13
15444,western bulldogs,3,1984-04-14,1984,A,north melbourne kangaroos,8.2 9.4 17.10 25.14,164,5.6 8.12 11.15 14.17,101,W,63,Aegis Park,14174.0,25,14,14,17
1745,carlton blues,8,2024-05-03,2024,H,collingwood magpies,5.4 6.5 9.7 12.7,79,3.2 8.4 8.8 12.13,85,L,-6,Melbourne Cricket Ground,88362.0,12,7,12,13
1746,carlton blues,9,2024-05-09,2024,H,melbourne demons,5.0 8.2 11.4 12.5,77,0.0 3.1 7.6 11.10,76,W,1,Melbourne Cricket Ground,58472.0,12,5,11,10
1747,carlton blues,10,2024-05-17,2024,A,sydney swans,5.3 5.6 7.9 9.11,65,3.6 7.8 14.12 17.15,117,L,-52,Sydney Cricket Ground,44047.0,9,11,17,15
1748,carlton blues,11,2024-05-25,2024,H,gold coast suns,3.4 4.9 10.11 15.12,102,2.1 4.2 8.6 11.7,73,W,29,Marvel Stadium,39597.0,15,12,11,7
1749,carlton blues,12,2024-05-30,2024,A,port adelaide power,3.2 5.5 8.10 16.11,107,3.2 4.8 7.9 10.11,71,W,36,Adelaide Oval,40532.0,16,11,10,11
1750,carlton blues,13,2024-06-09,2024,A,essendon bombers,4.3 9.3 10.4 15.6,96,1.5 3.7 6.13 9.16,70,W,26,Melbourne Cricket Ground,88510.0,15,6,9,16
1751,carlton blues,15,2024-06-21,2024,H,geelong cats,5.3 11.5 12.11 21.12,138,2.2 5.5 8.8 11.9,75,W,63,Melbourne Cricket Ground,75218.0,21,12,11,9
1752,carlton blues,16,2024-06-30,2024,A,richmond tigers,2.4 7.8 14.9 20.11,131,2.1 6.2 7.6 10.10,70,W,61,Melbourne Cricket Ground,58298.0,20,11,10,10
1736,carlton blues,SF,2023-09-15,2023,A,melbourne demons,2.2 5.3 7.5 11.7,73,3.3 4.7 7.11 9.17,71,W,2,"Melbourne Cricket Ground
",96412.0,11,7,9,17
12658,geelong cats,7,1997-05-10,1997,H,sydney swans,4.2 5.5 9.7 11.10,76,0.2 2.6 3.7 6.8,44,W,32,GMHBA Stadium,22151.0,11,10,6,8
1753,carlton blues,17,2024-07-06,2024,A,greater western sydney giants,8.4 10.4 11.6 16.8,104,3.1 10.2 17.6 18.8,116,L,-12,ENGIE Stadium,11730.0,16,8,18,8
1754,carlton blues,18,2024-07-13,2024,A,western bulldogs,3.4 7.6 10.10 12.14,86,0.7 7.9 11.14 14.16,100,L,-14,Marvel Stadium,45387.0,12,14,14,16
1756,carlton blues,20,2024-07-26,2024,H,port adelaide power,1.4 8.6 9.8 9.11,65,2.2 4.5 7.10 11.13,79,L,-14,Marvel Stadium,40500.0,9,11,11,13
1757,carlton blues,21,2024-08-03,2024,A,collingwood magpies,1.8 3.11 6.14 11.15,81,2.2 6.6 11.9 12.12,84,L,-3,Melbourne Cricket Ground,86879.0,11,15,12,12
1758,carlton blues,22,2024-08-11,2024,H,hawthorn hawks,3.3 3.6 4.7 5.8,38,3.5 8.9 12.14 16.16,112,L,-74,Melbourne Cricket Ground,84773.0,5,8,16,16
1759,carlton blues,23,2024-08-18,2024,A,west coast eagles,2.4 6.9 11.12 14.15,99,2.2 2.2 3.5 4.10,34,W,65,Optus Stadium,48455.0,14,15,4,10
1760,carlton blues,24,2024-08-25,2024,H,st kilda saints,1.3 4.3 9.5 11.8,74,2.2 5.7 10.8 11.10,76,L,-2,Marvel Stadium,43843.0,11,8,11,10
1761,carlton blues,EF,2024-09-07,2024,A,brisbane lions,0.0 2.1 5.2 11.5,71,5.5 9.7 10.12 14.15,99,L,-28,The Gabba,35660.0,11,5,14,15
1762,carlton blues,1,2025-03-13,2025,A,richmond tigers,5.4 7.8 8.9 9.15,69,1.1 4.1 9.3 13.4,82,L,-13,Melbourne Cricket Ground,80009.0,9,15,13,4
1763,carlton blues,2,2025-03-20,2025,H,hawthorn hawks,2.1 6.4 8.8 8.12,60,2.3 5.5 9.7 12.8,80,L,-20,Melbourne Cricket Ground,62735.0,8,12,12,8
15452,western bulldogs,11,1984-06-11,1984,A,carlton blues,6.3 7.7 13.9 16.13,109,6.0 14.2 19.6 22.11,143,L,-34,Princes Park,29982.0,16,13,22,11
1765,carlton blues,4,2025-04-03,2025,A,collingwood magpies,3.5 4.5 4.6 6.10,46,3.2 3.7 7.13 8.15,63,L,-17,Melbourne Cricket Ground,82058.0,6,10,8,15
15499,western bulldogs,11,1986-06-09,1986,A,richmond tigers,5.2 8.6 8.7 12.8,80,3.1 6.1 9.4 15.7,97,L,-17,Melbourne Cricket Ground,35360.0,12,8,15,7
1768,carlton blues,7,2025-04-27,2025,H,geelong cats,3.3 8.5 12.8 14.10,94,3.2 5.4 8.4 12.4,76,W,18,Melbourne Cricket Ground,67658.0,14,10,12,4
1769,carlton blues,8,2025-05-03,2025,A,adelaide crows,2.2 3.4 5.6 7.8,50,5.3 8.7 13.10 16.14,110,L,-60,Adelaide Oval,56057.0,7,8,16,14
1770,carlton blues,9,2025-05-09,2025,A,st kilda saints,4.3 8.6 9.8 11.11,77,4.0 6.4 7.6 9.8,62,W,15,Melbourne Cricket Ground,65680.0,11,11,9,8
1771,carlton blues,10,2025-05-16,2025,A,sydney swans,4.2 6.4 7.6 9.8,62,3.2 5.3 6.7 11.12,78,L,-16,Sydney Cricket Ground,39082.0,9,8,11,12
1772,carlton blues,11,2025-05-24,2025,H,greater western sydney giants,5.1 6.6 9.9 12.10,82,5.2 8.4 12.5 17.8,110,L,-28,Marvel Stadium,36468.0,12,10,17,8
1774,carlton blues,14,2025-06-15,2025,A,west coast eagles,7.4 10.8 11.11 12.14,86,1.1 3.4 5.7 7.10,52,W,34,Optus Stadium,43803.0,12,14,7,10
1775,carlton blues,15,2025-06-21,2025,H,north melbourne kangaroos,2.6 2.7 5.8 10.13,73,1.3 7.5 13.6 13.6,84,L,-11,Melbourne Cricket Ground,56236.0,10,13,13,6
15502,western bulldogs,14,1986-06-28,1986,A,essendon bombers,1.5 4.7 9.8 12.13,85,3.1 6.4 7.7 8.8,56,W,29,Windy Hill,21312.0,12,13,8,8
15553,western bulldogs,21,1988-08-20,1988,A,fitzroy lions,4.3 10.5 14.5 17.11,113,3.4 10.6 16.11 19.13,127,L,-14,Princes Park,12841.0,17,11,19,13
1778,carlton blues,18,2025-07-10,2025,H,brisbane lions,3.3 6.6 6.10 9.12,66,5.4 11.6 15.8 15.13,103,L,-37,Marvel Stadium,32898.0,9,12,15,13
1779,carlton blues,19,2025-07-19,2025,H,melbourne demons,4.2 6.4 9.5 12.6,78,3.0 3.3 7.7 10.10,70,W,8,Melbourne Cricket Ground,40869.0,12,6,10,10
1780,carlton blues,20,2025-07-24,2025,A,hawthorn hawks,1.2 3.3 7.4 9.7,61,6.1 8.3 12.4 13.7,85,L,-24,Melbourne Cricket Ground,51271.0,9,7,13,7
1781,carlton blues,21,2025-08-03,2025,A,fremantle dockers,5.0 8.1 9.4 10.7,67,2.0 4.1 8.2 15.4,94,L,-27,Optus Stadium,39358.0,10,7,15,4
1782,carlton blues,22,2025-08-09,2025,H,gold coast suns,3.1 5.1 6.3 11.8,74,5.4 8.7 12.12 13.15,93,L,-19,Marvel Stadium,24120.0,11,8,13,15
15565,western bulldogs,11,1989-06-10,1989,H,st kilda saints,3.1 7.4 8.4 9.8,62,1.4 2.7 6.10 7.12,54,W,8,Waverley Park,17060.0,9,8,7,12
1785,collingwood magpies,1,2000-03-13,2000,A,hawthorn hawks,5.1 10.9 17.14 20.20,140,2.5 5.6 11.7 13.8,86,W,54,Melbourne Cricket Ground,53776.0,20,20,13,8
15680,western bulldogs,17,1994-07-16,1994,H,geelong cats,5.1 9.4 11.5 17.11,113,3.3 10.3 11.4 13.7,85,W,28,Western Oval,23953.0,17,11,13,7
1789,collingwood magpies,5,2000-04-07,2000,A,western bulldogs,5.4 10.8 12.10 17.16,118,3.3 5.6 12.9 16.14,110,W,8,Marvel Stadium,45141.0,17,16,16,14
1790,collingwood magpies,6,2000-04-15,2000,H,north melbourne kangaroos,2.5 2.9 6.11 11.16,82,3.3 7.5 13.8 17.12,114,L,-32,Melbourne Cricket Ground,55802.0,11,16,17,12
15761,western bulldogs,3,1998-04-11,1998,H,collingwood magpies,3.5 10.9 13.15 16.23,119,4.4 6.5 9.5 13.7,85,W,34,Princes Park,26518.0,16,23,13,7
1792,collingwood magpies,8,2000-05-01,2000,A,fremantle dockers,2.3 4.8 5.10 12.13,85,5.6 6.9 12.13 15.17,107,L,-22,Marvel Stadium,33947.0,12,13,15,17
1793,collingwood magpies,9,2000-05-07,2000,A,brisbane lions,6.0 10.1 15.5 18.9,117,7.2 8.6 14.8 22.14,146,L,-29,The Gabba,29046.0,18,9,22,14
15762,western bulldogs,4,1998-04-18,1998,A,geelong cats,5.4 8.6 12.7 14.10,94,2.4 8.6 10.8 11.13,79,W,15,GMHBA Stadium,26301.0,14,10,11,13
1795,collingwood magpies,11,2000-05-21,2000,A,west coast eagles,1.4 4.9 9.12 13.14,92,7.5 8.8 13.14 18.20,128,L,-36,Marvel Stadium,29072.0,13,14,18,20
15773,western bulldogs,15,1998-07-04,1998,H,melbourne demons,2.2 3.3 6.5 12.11,83,3.1 5.2 7.6 9.11,65,W,18,Princes Park,20782.0,12,11,9,11
609,brisbane lions,17,2000-07-02,2000,H,western bulldogs,7.8 13.11 14.15 20.18,138,2.1 3.4 9.9 11.15,81,W,57,The Gabba,24662.0,20,18,11,15
1755,carlton blues,19,2024-07-21,2024,H,north melbourne kangaroos,4.1 7.2 14.7 16.11,107,3.1 9.1 12.2 14.4,88,W,19,"Marvel Stadium
",40014.0,16,11,14,4
1773,carlton blues,13,2025-06-08,2025,H,essendon bombers,6.4 8.6 9.8 11.12,78,1.1 4.2 8.3 11.4,70,W,8,"Melbourne Cricket Ground
",74280.0,11,12,11,4
15637,western bulldogs,18,1992-07-18,1992,A,essendon bombers,2.4 3.11 4.13 10.17,77,3.5 6.8 10.11 13.15,93,L,-16,"Melbourne Cricket Ground
",44142.0,10,17,13,15
1797,collingwood magpies,13,2000-06-03,2000,A,port adelaide power,1.1 3.3 8.7 11.9,75,3.4 5.9 9.12 12.17,89,L,-14,AAMI Stadium,22691.0,11,9,12,17
1798,collingwood magpies,14,2000-06-10,2000,A,melbourne demons,3.2 7.3 10.3 12.6,78,4.3 7.6 15.7 22.11,143,L,-65,Melbourne Cricket Ground,39710.0,12,6,22,11
1799,collingwood magpies,15,2000-06-16,2000,H,st kilda saints,5.2 12.4 14.10 17.13,115,3.0 4.2 9.3 13.4,82,W,33,Melbourne Cricket Ground,35542.0,17,13,13,4
1800,collingwood magpies,16,2000-06-23,2000,A,hawthorn hawks,1.5 4.5 8.8 10.8,68,3.3 8.6 13.6 19.11,125,L,-57,Marvel Stadium,38745.0,10,8,19,11
1801,collingwood magpies,17,2000-07-02,2000,A,adelaide crows,7.4 9.6 12.10 16.13,109,6.1 13.6 18.10 22.15,147,L,-38,AAMI Stadium,40171.0,16,13,22,15
1802,collingwood magpies,18,2000-07-09,2000,A,carlton blues,1.1 6.3 7.6 10.9,69,4.6 9.9 20.12 28.12,180,L,-111,Princes Park,30096.0,10,9,28,12
1803,collingwood magpies,19,2000-07-16,2000,H,sydney swans,5.2 6.6 8.9 12.12,84,3.2 7.4 14.9 15.14,104,L,-20,Melbourne Cricket Ground,33182.0,12,12,15,14
15805,western bulldogs,QF,1999-09-03,1999,A,west coast eagles,2.5 4.7 6.9 8.12,60,2.3 7.5 8.9 9.11,65,L,-5,Melbourne Cricket Ground,41227.0,8,12,9,11
1806,collingwood magpies,22,2000-08-05,2000,H,essendon bombers,4.0 7.6 8.11 11.12,78,2.2 4.6 8.12 13.19,97,L,-19,Melbourne Cricket Ground,66122.0,11,12,13,19
1807,collingwood magpies,1,2001-03-31,2001,A,hawthorn hawks,4.3 6.8 8.15 11.15,81,3.1 8.3 12.5 13.7,85,L,-4,Melbourne Cricket Ground,52190.0,11,15,13,7
1810,collingwood magpies,4,2001-04-20,2001,H,richmond tigers,3.3 4.7 5.9 10.11,71,3.2 8.3 11.6 13.8,86,L,-15,Melbourne Cricket Ground,78638.0,10,11,13,8
1811,collingwood magpies,5,2001-04-25,2001,H,essendon bombers,3.5 10.5 13.7 14.11,95,5.4 9.6 13.8 15.13,103,L,-8,Melbourne Cricket Ground,83905.0,14,11,15,13
650,brisbane lions,9,2002-05-26,2002,H,fremantle dockers,5.2 9.5 13.10 16.13,109,4.4 8.6 9.10 11.13,79,W,30,The Gabba,21709.0,16,13,11,13
1813,collingwood magpies,7,2001-05-13,2001,A,north melbourne kangaroos,3.3 6.7 10.11 14.13,97,4.4 5.5 11.9 15.9,99,L,-2,Marvel Stadium,34600.0,14,13,15,9
1814,collingwood magpies,8,2001-05-19,2001,A,port adelaide power,3.0 11.4 14.9 18.11,119,4.4 5.8 9.10 16.14,110,W,9,AAMI Stadium,34232.0,18,11,16,14
1816,collingwood magpies,10,2001-06-03,2001,A,sydney swans,2.2 4.8 6.8 7.13,55,3.2 7.3 10.5 11.7,73,L,-18,Marvel Stadium,42640.0,7,13,11,7
1817,collingwood magpies,11,2001-06-11,2001,A,melbourne demons,5.4 9.9 14.15 19.20,134,1.2 4.5 6.7 8.9,57,W,77,Melbourne Cricket Ground,62761.0,19,20,8,9
1818,collingwood magpies,12,2001-06-22,2001,H,west coast eagles,4.5 13.8 20.12 26.17,173,5.3 6.4 10.5 14.8,92,W,81,Marvel Stadium,36589.0,26,17,14,8
705,brisbane lions,13,2004-06-19,2004,A,geelong cats,3.5 5.7 8.10 9.11,65,2.3 5.4 10.10 13.14,92,L,-27,GMHBA Stadium,17648.0,9,11,13,14
724,brisbane lions,7,2005-05-07,2005,H,western bulldogs,1.3 5.8 9.13 12.15,87,3.3 9.9 10.16 15.20,110,L,-23,The Gabba,30639.0,12,15,15,20
1821,collingwood magpies,15,2001-07-15,2001,H,brisbane lions,3.5 9.6 11.6 16.7,103,7.1 9.4 12.12 19.15,129,L,-26,Melbourne Cricket Ground,45016.0,16,7,19,15
734,brisbane lions,17,2005-07-23,2005,H,essendon bombers,5.3 8.9 11.11 17.12,114,1.7 4.9 10.13 14.17,101,W,13,The Gabba,36077.0,17,12,14,17
1871,collingwood magpies,18,2003-08-02,2003,H,geelong cats,2.5 4.8 10.10 14.13,97,4.3 7.8 8.12 10.13,73,W,24,Marvel Stadium,45887.0,14,13,10,13
1824,collingwood magpies,18,2001-08-03,2001,A,richmond tigers,2.3 5.9 6.12 6.15,51,3.0 4.6 8.10 10.11,71,L,-20,Melbourne Cricket Ground,69930.0,6,15,10,11
1825,collingwood magpies,19,2001-08-12,2001,H,western bulldogs,4.1 9.9 15.15 17.17,119,2.4 5.5 7.8 11.11,77,W,42,Melbourne Cricket Ground,38793.0,17,17,11,11
1826,collingwood magpies,20,2001-08-18,2001,H,essendon bombers,3.3 7.4 10.8 13.9,87,4.7 5.12 9.14 15.17,107,L,-20,Melbourne Cricket Ground,71518.0,13,9,15,17
1827,collingwood magpies,21,2001-08-25,2001,H,carlton blues,2.2 6.4 7.6 9.8,62,4.3 8.3 12.6 20.10,130,L,-68,Melbourne Cricket Ground,70051.0,9,8,20,10
829,brisbane lions,SF,2009-09-11,2009,A,western bulldogs,0.6 3.7 5.7 8.8,56,4.2 6.6 11.8 16.11,107,L,-51,Melbourne Cricket Ground,47030.0,8,8,16,11
1829,collingwood magpies,1,2002-03-28,2002,A,richmond tigers,4.1 7.5 13.8 18.10,118,9.2 13.5 19.8 24.11,155,L,-37,Melbourne Cricket Ground,65316.0,18,10,24,11
832,brisbane lions,3,2010-04-10,2010,A,port adelaide power,5.5 10.8 14.9 16.12,108,1.4 3.11 6.12 11.15,81,W,27,AAMI Stadium,23306.0,16,12,11,15
871,brisbane lions,22,2011-08-20,2011,A,collingwood magpies,3.5 5.6 6.6 13.6,84,2.4 7.10 12.16 14.18,102,L,-18,Melbourne Cricket Ground,47788.0,13,6,14,18
1833,collingwood magpies,5,2002-04-25,2002,H,essendon bombers,1.2 3.5 7.8 9.12,66,1.1 2.4 2.7 4.9,33,W,33,Melbourne Cricket Ground,84894.0,9,12,4,9
1834,collingwood magpies,6,2002-05-03,2002,A,st kilda saints,4.4 9.9 12.12 16.15,111,1.1 1.3 3.8 3.10,28,W,83,Marvel Stadium,46089.0,16,15,3,10
1835,collingwood magpies,7,2002-05-12,2002,A,western bulldogs,3.1 5.3 7.4 11.7,73,2.3 5.7 6.11 8.15,63,W,10,Marvel Stadium,34400.0,11,7,8,15
1836,collingwood magpies,8,2002-05-18,2002,H,brisbane lions,5.1 8.9 14.12 17.12,114,7.2 10.5 12.9 16.15,111,W,3,Marvel Stadium,46279.0,17,12,16,15
1837,collingwood magpies,9,2002-05-24,2002,A,port adelaide power,1.2 4.6 9.9 12.14,86,6.1 8.4 10.6 14.7,91,L,-5,AAMI Stadium,35834.0,12,14,14,7
1838,collingwood magpies,10,2002-06-01,2002,H,sydney swans,5.9 6.9 8.10 14.11,95,2.1 7.3 10.10 12.12,84,W,11,Marvel Stadium,45269.0,14,11,12,12
1839,collingwood magpies,11,2002-06-10,2002,A,melbourne demons,5.4 10.7 15.8 19.12,126,1.5 4.8 8.12 10.15,75,W,51,Melbourne Cricket Ground,65860.0,19,12,10,15
