match_id,season,round,match_date,venue,home_team,away_team,home_score,away_score,crowd,margin,result,home_win,home_form_win_rate_last3,home_form_avg_score_for_last3,home_form_avg_score_against_last3,home_form_avg_margin_last3,home_form_win_rate_last5,home_form_avg_score_for_last5,home_form_avg_score_against_last5,home_form_avg_margin_last5,home_form_win_rate_last10,home_form_avg_score_for_last10,home_form_avg_score_against_last10,home_form_avg_margin_last10,home_team_streak_entering_game,home_days_since_last_match,home_games_played_this_season,home_venue_experience,home_points_cum_prior,home_scored_cum_prior,home_conceded_cum_prior,home_percentage_prior,home_ladder_position_prior,home_h2h_win_rate_prior,home_h2h_games_played_prior,away_form_win_rate_last3,away_form_avg_score_for_last3,away_form_avg_score_against_last3,away_form_avg_margin_last3,away_form_win_rate_last5,away_form_avg_score_for_last5,away_form_avg_score_against_last5,away_form_avg_margin_last5,away_form_win_rate_last10,away_form_avg_score_for_last10,away_form_avg_score_against_last10,away_form_avg_margin_last10,away_team_streak_entering_game,away_days_since_last_match,away_games_played_this_season,away_venue_experience,away_points_cum_prior,away_scored_cum_prior,away_conceded_cum_prior,away_percentage_prior,away_ladder_position_prior,away_h2h_win_rate_prior,away_h2h_games_played_prior,form_win_rate_diff_last5,ladder_position_diff,rest_days_diff
19860621_HawthornHawks,1986,13,1986-06-21,Princes Park,Hawthorn Hawks,North Melbourne Kangaroos,152,92,14578.0,60,H,1.0,0.6666666666666666,119.0,92.66666666666667,26.333333333333332,0.8,116.0,84.6,31.4,0.8,121.1,94.4,26.7,2.0,6.0,12,34,40,1435,1129,127.1036315323295,1.0,0.625,8,0.6666666666666666,98.66666666666667,118.0,-19.333333333333332,0.8,99.8,99.8,0.0,0.7,107.7,97.1,10.6,1.0,8.0,12,7,28,1286,1208,106.45695364238411,4.0,0.25,8,0.0,3.0,-2.0
19860628_RichmondTigers,1986,14,1986-06-28,Melbourne Cricket Ground,Richmond Tigers,Hawthorn Hawks,74,175,20264.0,-101,A,0.0,0.6666666666666666,101.33333333333333,112.33333333333333,-11.0,0.4,98.0,115.0,-17.0,0.6,107.7,113.2,-5.5,-1.0,7.0,13,36,24,1399,1549,90.31633311814073,8.0,0.42857142857142855,7,1.0,143.33333333333334,87.33333333333333,56.0,0.8,125.6,91.2,34.4,0.8,120.9,93.7,27.2,3.0,7.0,13,13,44,1587,1221,129.97542997543,1.0,0.5714285714285714,7,-0.4,-7.0,0.0
19860628_CollingwoodMagpies,1986,14,1986-06-28,Victoria Park,Collingwood Magpies,North Melbourne Kangaroos,115,68,21351.0,47,H,1.0,0.6666666666666666,112.33333333333333,89.33333333333333,23.0,0.8,116.4,87.0,29.4,0.6,104.0,90.2,13.8,-1.0,7.0,13,33,24,1277,1281,99.68774395003904,7.0,0.5714285714285714,7,0.3333333333333333,83.66666666666667,128.33333333333334,-44.666666666666664,0.6,94.2,110.8,-16.6,0.6,105.7,105.4,0.3,-1.0,7.0,13,5,28,1378,1360,101.32352941176471,5.0,0.42857142857142855,7,0.20000000000000007,-2.0,0.0
19860628_MelbourneDemons,1986,14,1986-06-28,Waverley Park,Melbourne Demons,Fitzroy Lions,115,71,10049.0,44,H,1.0,0.0,78.0,126.66666666666667,-48.666666666666664,0.0,66.2,125.6,-59.4,0.1,81.3,119.8,-38.5,-5.0,7.0,13,14,12,1175,1538,76.39791937581275,9.0,0.2857142857142857,7,0.3333333333333333,92.66666666666667,114.0,-21.333333333333332,0.4,98.8,107.6,-8.8,0.4,97.8,110.0,-12.2,-1.0,7.0,13,13,28,1273,1341,94.92915734526473,6.0,0.7142857142857143,7,-0.4,-3.0,0.0
19860628_CarltonBlues,1986,14,1986-06-28,Princes Park,Carlton Blues,St Kilda Saints,163,76,14718.0,87,H,1.0,0.6666666666666666,128.0,90.0,38.0,0.6,117.0,73.8,43.2,0.7,115.3,79.3,36.0,1.0,7.0,13,34,36,1512,1070,141.30841121495328,2.0,0.8571428571428571,7,0.3333333333333333,88.0,109.66666666666667,-21.666666666666668,0.2,78.6,101.8,-23.2,0.1,85.4,114.4,-29.0,1.0,7.0,13,6,4,1121,1544,72.60362694300518,10.0,0.14285714285714285,7,0.39999999999999997,8.0,0.0
19860628_EssendonBombers,1986,14,1986-06-28,Windy Hill,Essendon Bombers,Western Bulldogs,56,85,21312.0,-29,A,0.0,0.3333333333333333,80.33333333333333,91.66666666666667,-11.333333333333334,0.2,86.4,105.4,-19.0,0.4,105.0,102.1,2.9,1.0,7.0,13,31,28,1420,1221,116.2981162981163,3.0,0.7142857142857143,7,0.6666666666666666,125.66666666666667,75.66666666666667,50.0,0.8,107.0,68.4,38.6,0.6,94.7,87.6,7.1,2.0,7.0,13,3,28,1204,1134,106.17283950617283,4.0,0.2857142857142857,7,-0.6000000000000001,1.0,0.0
19860629_SydneySwans,1986,14,1986-06-29,Sydney Cricket Ground,Sydney Swans,Geelong Cats,113,91,22106.0,22,H,1.0,0.6666666666666666,88.33333333333333,82.66666666666667,5.666666666666667,0.8,87.6,77.4,10.2,0.7,102.1,89.7,12.4,1.0,8.0,13,39,40,1413,1203,117.45635910224439,1.0,0.42857142857142855,7,0.3333333333333333,93.33333333333333,107.33333333333333,-14.0,0.4,98.4,110.2,-11.8,0.4,97.9,112.4,-14.5,-2.0,8.0,13,3,16,1219,1516,80.4089709762533,2.0,0.5714285714285714,7,0.4,1.0,0.0
19860704_NorthMelbourneKangaroos,1986,15,1986-07-04,Melbourne Cricket Ground,North Melbourne Kangaroos,Richmond Tigers,86,114,16975.0,-28,A,0.0,0.3333333333333333,85.0,119.33333333333333,-34.333333333333336,0.4,91.2,124.2,-33.0,0.6,102.9,105.6,-2.7,-2.0,6.0,14,25,28,1446,1475,98.03389830508475,1.0,0.5714285714285714,7,0.3333333333333333,93.66666666666667,144.0,-50.333333333333336,0.4,97.6,127.6,-30.0,0.5,103.8,121.1,-17.3,-2.0,6.0,14,37,24,1473,1724,85.44083526682135,2.0,0.42857142857142855,7,0.0,1.0,0.0
19860705_FitzroyLions,1986,15,1986-07-05,Waverley Park,Fitzroy Lions,Carlton Blues,59,53,14962.0,6,H,1.0,0.3333333333333333,90.33333333333333,111.66666666666667,-21.333333333333332,0.2,90.0,116.6,-26.6,0.4,97.4,105.9,-8.5,-2.0,7.0,14,14,28,1344,1456,92.3076923076923,7.0,0.2857142857142857,7,0.6666666666666666,135.0,94.0,41.0,0.8,142.4,79.0,63.4,0.7,116.0,79.4,36.6,2.0,7.0,14,19,40,1675,1146,146.16055846422339,3.0,0.7142857142857143,7,-0.6000000000000001,-4.0,0.0
19860705_WesternBulldogs,1986,15,1986-07-05,Western Oval,Western Bulldogs,Sydney Swans,70,86,21963.0,-16,A,0.0,1.0,127.33333333333333,62.0,65.33333333333333,0.8,114.0,72.4,41.6,0.7,96.6,79.0,17.6,3.0,7.0,14,31,32,1289,1190,108.31932773109244,4.0,0.42857142857142855,7,0.6666666666666666,100.0,93.66666666666667,6.333333333333333,0.8,100.8,88.0,12.8,0.7,99.2,92.2,7.0,2.0,6.0,14,3,44,1526,1294,117.92890262751159,2.0,0.5714285714285714,7,0.0,-2.0,1.0
19860705_HawthornHawks,1986,15,1986-07-05,Princes Park,Hawthorn Hawks,St Kilda Saints,59,38,6979.0,21,H,1.0,1.0,153.33333333333334,92.0,61.333333333333336,0.8,136.8,88.8,48.0,0.8,125.6,89.5,36.1,4.0,7.0,14,35,48,1762,1295,136.06177606177607,1.0,1.0,7,0.3333333333333333,84.0,122.0,-38.0,0.2,86.2,125.0,-38.8,0.1,81.4,117.9,-36.5,-1.0,7.0,14,7,4,1197,1707,70.12302284710017,10.0,0.0,7,0.6000000000000001,9.0,0.0
19860705_MelbourneDemons,1986,15,1986-07-05,Melbourne Cricket Ground,Melbourne Demons,Essendon Bombers,60,182,21560.0,-122,A,0.0,0.3333333333333333,96.33333333333333,102.0,-5.666666666666667,0.2,79.6,123.2,-43.6,0.2,82.0,109.9,-27.9,1.0,7.0,14,39,16,1290,1609,80.17402113113735,9.0,0.0,7,0.3333333333333333,79.66666666666667,94.0,-14.333333333333334,0.2,83.6,99.4,-15.8,0.3,93.6,99.8,-6.2,-1.0,7.0,14,12,28,1476,1306,113.01684532924962,5.0,1.0,7,0.0,-4.0,0.0
19860705_GeelongCats,1986,15,1986-07-05,GMHBA Stadium,Geelong Cats,Collingwood Magpies,58,129,17659.0,-71,A,0.0,0.0,81.66666666666667,115.66666666666667,-34.0,0.4,99.4,109.0,-9.6,0.4,97.9,110.1,-12.2,-3.0,6.0,14,33,16,1310,1629,80.41743400859423,8.0,0.42857142857142855,7,0.6666666666666666,110.0,86.0,24.0,0.8,117.0,85.4,31.6,0.6,101.9,87.9,14.0,1.0,7.0,14,3,28,1392,1349,103.18754633061528,6.0,0.5714285714285714,7,-0.4,-2.0,-1.0
19860712_NorthMelbourneKangaroos,1986,16,1986-07-12,Melbourne Cricket Ground,North Melbourne Kangaroos,Carlton Blues,92,149,24506.0,-57,A,0.0,0.0,82.0,127.0,-45.0,0.2,81.0,122.8,-41.8,0.5,96.1,107.8,-11.7,-3.0,8.0,15,26,28,1532,1589,96.41283826305853,3.0,0.375,8,0.6666666666666666,116.0,69.33333333333333,46.666666666666664,0.6,120.0,81.0,39.0,0.6,114.2,79.8,34.4,-1.0,7.0,15,9,40,1728,1205,143.40248962655602,2.0,0.625,8,-0.39999999999999997,-1.0,1.0
19860712_MelbourneDemons,1986,16,1986-07-12,Waverley Park,Melbourne Demons,Hawthorn Hawks,50,117,10272.0,-67,A,0.0,0.3333333333333333,74.66666666666667,118.0,-43.333333333333336,0.2,81.8,126.6,-44.8,0.2,77.9,117.1,-39.2,-1.0,7.0,15,15,16,1350,1791,75.37688442211055,5.0,0.14285714285714285,7,1.0,128.66666666666666,68.0,60.666666666666664,1.0,132.8,74.8,58.0,0.9,122.5,82.9,39.6,5.0,7.0,15,19,52,1821,1333,136.609152288072,1.0,0.8571428571428571,7,-0.8,-4.0,0.0
19860712_GeelongCats,1986,16,1986-07-12,GMHBA Stadium,Geelong Cats,St Kilda Saints,112,85,9491.0,27,H,1.0,0.0,75.33333333333333,110.33333333333333,-35.0,0.2,85.8,112.8,-27.0,0.4,94.5,107.6,-13.1,-4.0,7.0,15,34,16,1368,1758,77.81569965870307,4.0,0.8571428571428571,7,0.3333333333333333,71.66666666666667,90.33333333333333,-18.666666666666668,0.2,75.6,110.2,-34.6,0.1,76.8,110.3,-33.5,-2.0,7.0,15,3,4,1235,1766,69.93204983012457,6.0,0.14285714285714285,7,0.0,2.0,0.0
19860713_SydneySwans,1986,16,1986-07-13,Sydney Cricket Ground,Sydney Swans,Essendon Bombers,162,103,33192.0,59,H,1.0,1.0,98.33333333333333,85.33333333333333,13.0,0.8,92.8,81.8,11.0,0.7,96.8,89.1,7.7,3.0,8.0,15,40,48,1612,1364,118.18181818181819,1.0,0.42857142857142855,7,0.6666666666666666,109.0,74.0,35.0,0.4,95.8,84.0,11.8,0.4,106.3,98.7,7.6,1.0,8.0,15,3,32,1658,1366,121.37628111273793,2.0,0.5714285714285714,7,0.4,1.0,0.0
19860719_WesternBulldogs,1986,16,1986-07-19,Western Oval,Western Bulldogs,Richmond Tigers,122,95,19341.0,27,H,1.0,0.6666666666666666,99.33333333333333,65.66666666666667,33.666666666666664,0.6,106.4,73.8,32.6,0.6,95.6,80.3,15.3,-1.0,14.0,15,32,32,1359,1276,106.50470219435736,2.0,0.5714285714285714,7,0.3333333333333333,87.0,131.0,-44.0,0.6,98.4,119.6,-21.2,0.5,101.7,121.3,-19.6,1.0,15.0,15,2,28,1587,1810,87.67955801104972,4.0,0.42857142857142855,7,0.0,2.0,-1.0
19860719_FitzroyLions,1986,16,1986-07-19,Waverley Park,Fitzroy Lions,Collingwood Magpies,85,132,34488.0,-47,A,0.0,0.3333333333333333,61.666666666666664,103.66666666666667,-42.0,0.4,81.6,102.0,-20.4,0.4,92.9,102.2,-9.3,1.0,14.0,15,15,32,1403,1509,92.97548045062956,3.0,0.625,8,0.6666666666666666,113.0,74.0,39.0,0.8,116.2,78.8,37.4,0.7,107.5,85.7,21.8,2.0,14.0,15,17,32,1521,1407,108.10234541577825,1.0,0.375,8,-0.4,-2.0,0.0
19860720_EssendonBombers,1986,17,1986-07-20,Melbourne Cricket Ground,Essendon Bombers,Carlton Blues,105,80,51646.0,25,H,1.0,0.3333333333333333,113.66666666666667,102.33333333333333,11.333333333333334,0.4,104.8,100.8,4.0,0.4,106.4,102.3,4.1,-1.0,7.0,16,13,32,1761,1528,115.24869109947645,2.0,0.75,8,0.6666666666666666,121.66666666666667,75.66666666666667,46.0,0.6,121.4,86.6,34.8,0.7,119.3,77.0,42.3,1.0,8.0,16,10,44,1877,1297,144.71858134155744,1.0,0.25,8,-0.19999999999999996,-1.0,-1.0
19860726_StKildaSaints,1986,17,1986-07-26,Moorabbin Oval,St Kilda Saints,Richmond Tigers,129,54,11889.0,75,H,1.0,0.0,66.33333333333333,111.33333333333333,-45.0,0.2,75.0,107.4,-32.4,0.1,75.0,107.6,-32.6,-3.0,14.0,16,33,4,1320,1878,70.28753993610223,8.0,0.42857142857142855,7,0.3333333333333333,94.33333333333333,127.66666666666667,-33.333333333333336,0.4,98.0,128.0,-30.0,0.4,99.0,121.4,-22.4,-1.0,7.0,16,3,28,1682,1932,87.0600414078675,6.0,0.5714285714285714,7,-0.2,-2.0,7.0
19860726_HawthornHawks,1986,17,1986-07-26,Princes Park,Hawthorn Hawks,Fitzroy Lions,45,96,9886.0,-51,A,0.0,1.0,117.0,54.0,63.0,1.0,127.2,72.8,54.4,0.9,121.6,77.7,43.9,6.0,14.0,16,36,56,1938,1383,140.1301518438178,1.0,0.75,8,0.3333333333333333,71.66666666666667,100.0,-28.333333333333332,0.4,83.0,104.0,-21.0,0.4,89.3,103.2,-13.9,-1.0,7.0,16,6,32,1488,1641,90.6764168190128,4.0,0.25,8,0.6,3.0,7.0
19860726_CollingwoodMagpies,1986,17,1986-07-26,Melbourne Cricket Ground,Collingwood Magpies,Western Bulldogs,76,65,49124.0,11,H,1.0,1.0,125.33333333333333,70.33333333333333,55.0,0.8,118.2,80.2,38.0,0.7,108.6,85.9,22.7,3.0,7.0,16,12,36,1653,1492,110.79088471849866,2.0,0.42857142857142855,7,0.6666666666666666,92.33333333333333,79.0,13.333333333333334,0.8,114.8,73.4,41.4,0.7,98.7,78.8,19.9,1.0,7.0,16,9,36,1481,1371,108.02334062727935,3.0,0.5714285714285714,7,0.0,1.0,0.0
19860726_GeelongCats,1986,17,1986-07-26,Waverley Park,Geelong Cats,North Melbourne Kangaroos,123,142,10091.0,-19,A,0.0,0.3333333333333333,87.0,109.0,-22.0,0.2,83.0,112.2,-29.2,0.4,94.7,107.0,-12.3,1.0,14.0,16,14,20,1480,1843,80.30385241454151,7.0,0.42857142857142855,7,0.0,82.0,126.0,-44.0,0.2,86.6,124.2,-37.6,0.4,91.4,112.4,-21.0,-4.0,14.0,16,17,28,1624,1738,93.44073647871116,5.0,0.5714285714285714,7,0.0,-2.0,0.0
19860727_SydneySwans,1986,17,1986-07-27,Sydney Cricket Ground,Sydney Swans,Melbourne Demons,189,65,19110.0,124,H,1.0,1.0,120.33333333333333,88.0,32.333333333333336,0.8,109.6,90.8,18.8,0.7,101.0,89.6,11.4,4.0,14.0,16,41,52,1774,1467,120.92706203135651,1.0,0.5714285714285714,7,0.3333333333333333,75.0,123.33333333333333,-48.333333333333336,0.2,79.8,121.0,-41.2,0.2,74.6,116.7,-42.1,-2.0,15.0,16,3,16,1400,1908,73.37526205450733,2.0,0.42857142857142855,7,0.6000000000000001,1.0,-1.0
19860802_CollingwoodMagpies,1986,18,1986-08-02,Victoria Park,Collingwood Magpies,Melbourne Demons,92,105,16943.0,-13,A,0.0,1.0,112.33333333333333,69.33333333333333,43.0,0.8,109.4,74.4,35.0,0.8,109.3,81.5,27.8,4.0,7.0,17,34,40,1729,1557,111.04688503532434,4.0,1.0,7,0.0,58.333333333333336,162.66666666666666,-104.33333333333333,0.2,67.8,132.0,-64.2,0.2,75.3,126.7,-51.4,-3.0,6.0,17,3,16,1465,2097,69.861707200763,11.0,0.0,7,0.6000000000000001,7.0,1.0
19860802_EssendonBombers,1986,18,1986-08-02,Windy Hill,Essendon Bombers,Hawthorn Hawks,137,50,21223.0,87,H,1.0,0.6666666666666666,130.0,100.66666666666667,29.333333333333332,0.6,107.0,92.8,14.2,0.4,102.4,99.8,2.6,1.0,13.0,17,32,36,1866,1608,116.04477611940298,5.0,0.5,12,0.6666666666666666,73.66666666666667,61.333333333333336,12.333333333333334,0.8,109.6,70.0,39.6,0.8,112.8,77.3,35.5,-1.0,7.0,17,2,56,1983,1479,134.07707910750509,1.0,0.5,12,-0.20000000000000007,-4.0,6.0
19860802_CarltonBlues,1986,18,1986-08-02,Princes Park,Carlton Blues,Sydney Swans,104,87,27343.0,17,H,1.0,0.3333333333333333,94.0,85.33333333333333,8.666666666666666,0.6,115.4,81.0,34.4,0.6,116.4,80.6,35.8,-1.0,13.0,17,35,44,1957,1402,139.58630527817402,3.0,0.8571428571428571,7,1.0,145.66666666666666,79.33333333333333,66.33333333333333,1.0,129.2,84.8,44.4,0.8,109.9,82.8,27.1,5.0,6.0,17,7,56,1963,1532,128.13315926892952,2.0,0.14285714285714285,7,-0.4,-1.0,7.0
19860802_StKildaSaints,1986,18,1986-08-02,Moorabbin Oval,St Kilda Saints,North Melbourne Kangaroos,90,127,11413.0,-37,A,0.0,0.3333333333333333,84.0,75.0,9.0,0.4,85.8,87.4,-1.6,0.2,80.5,104.3,-23.8,1.0,7.0,17,34,8,1449,1932,75.0,12.0,0.14285714285714285,7,0.3333333333333333,106.66666666666667,128.66666666666666,-22.0,0.2,96.0,130.6,-34.6,0.5,97.9,115.2,-17.3,1.0,7.0,17,1,32,1766,1861,94.89521762493283,8.0,0.8571428571428571,7,0.2,-4.0,0.0
19860802_WesternBulldogs,1986,18,1986-08-02,Waverley Park,Western Bulldogs,Geelong Cats,79,76,11460.0,3,H,1.0,0.3333333333333333,85.66666666666667,85.66666666666667,0.0,0.6,97.0,73.6,23.4,0.6,95.7,78.7,17.0,-1.0,7.0,17,15,36,1546,1447,106.84174153420871,6.0,0.5714285714285714,7,0.3333333333333333,97.66666666666667,118.66666666666667,-21.0,0.2,92.2,111.6,-19.4,0.3,98.1,115.4,-17.3,-1.0,7.0,17,15,20,1603,1985,80.75566750629723,10.0,0.42857142857142855,7,0.39999999999999997,4.0,0.0
19860802_RichmondTigers,1986,18,1986-08-02,Melbourne Cricket Ground,Richmond Tigers,Fitzroy Lions,85,94,15200.0,-9,A,0.0,0.3333333333333333,87.66666666666667,112.33333333333333,-24.666666666666668,0.2,82.0,128.8,-46.8,0.4,93.9,119.8,-25.9,-2.0,7.0,17,38,28,1736,2061,84.23095584667637,9.0,0.5714285714285714,7,0.6666666666666666,80.0,76.66666666666667,3.3333333333333335,0.4,73.2,97.6,-24.4,0.4,90.2,100.3,-10.1,1.0,7.0,17,11,36,1584,1686,93.95017793594306,7.0,0.42857142857142855,7,-0.2,-2.0,0.0
19860809_FitzroyLions,1986,19,1986-08-09,Victoria Park,Fitzroy Lions,St Kilda Saints,160,75,8311.0,85,H,1.0,0.6666666666666666,91.66666666666667,87.33333333333333,4.333333333333333,0.6,81.0,86.0,-5.0,0.5,89.9,96.8,-6.9,2.0,7.0,18,18,40,1678,1771,94.74872953133823,3.0,0.5714285714285714,7,0.3333333333333333,101.33333333333333,97.66666666666667,3.6666666666666665,0.2,83.6,103.0,-19.4,0.2,81.1,102.4,-21.3,-1.0,7.0,18,3,8,1539,2059,74.74502185526954,8.0,0.42857142857142855,7,0.39999999999999997,5.0,0.0
19860809_EssendonBombers,1986,19,1986-08-09,Waverley Park,Essendon Bombers,Richmond Tigers,154,75,30349.0,79,H,1.0,0.6666666666666666,115.0,97.33333333333333,17.666666666666668,0.6,116.6,87.4,29.2,0.4,101.5,96.4,5.1,2.0,7.0,18,20,40,2003,1658,120.80820265379975,1.0,0.8571428571428571,7,0.0,78.0,115.0,-37.0,0.2,84.4,121.2,-36.8,0.3,91.2,118.1,-26.9,-3.0,7.0,18,14,28,1821,2155,84.50116009280742,5.0,0.14285714285714285,7,0.39999999999999997,4.0,0.0
19860809_NorthMelbourneKangaroos,1986,19,1986-08-09,Melbourne Cricket Ground,North Melbourne Kangaroos,Western Bulldogs,140,83,32635.0,57,H,1.0,0.6666666666666666,120.33333333333333,120.66666666666667,-0.3333333333333333,0.4,103.0,118.2,-15.2,0.5,98.6,114.5,-15.9,2.0,7.0,18,27,36,1893,1951,97.02716555612507,4.0,0.25,8,0.6666666666666666,88.66666666666667,82.33333333333333,6.333333333333333,0.6,84.2,77.8,6.4,0.7,95.6,73.1,22.5,1.0,7.0,18,10,40,1625,1523,106.6973079448457,2.0,0.75,8,-0.19999999999999996,-2.0,0.0
19860809_MelbourneDemons,1986,19,1986-08-09,Melbourne Cricket Ground,Melbourne Demons,Geelong Cats,127,120,32635.0,7,H,1.0,0.3333333333333333,73.33333333333333,132.66666666666666,-59.333333333333336,0.4,79.0,130.2,-51.2,0.2,72.6,127.9,-55.3,1.0,7.0,18,40,20,1570,2189,71.72224760164458,7.0,0.42857142857142855,7,0.3333333333333333,103.66666666666667,102.0,1.6666666666666667,0.2,92.0,109.6,-17.6,0.3,95.2,109.9,-14.7,-2.0,7.0,18,7,20,1679,2064,81.34689922480621,6.0,0.5714285714285714,7,0.2,-1.0,0.0
19860810_CarltonBlues,1986,19,1986-08-10,Melbourne Cricket Ground,Carlton Blues,Collingwood Magpies,136,87,72505.0,49,H,1.0,0.6666666666666666,111.0,94.66666666666667,16.333333333333332,0.6,109.8,83.8,26.0,0.6,113.4,78.8,34.6,1.0,8.0,18,11,48,2061,1489,138.4150436534587,3.0,0.625,8,0.6666666666666666,100.0,85.0,15.0,0.8,108.8,76.2,32.6,0.8,112.6,81.6,31.0,-1.0,8.0,18,13,40,1821,1662,109.5667870036101,4.0,0.375,8,-0.20000000000000007,1.0,0.0
19860810_SydneySwans,1986,19,1986-08-10,Sydney Cricket Ground,Sydney Swans,Hawthorn Hawks,73,171,39763.0,-98,A,0.0,0.6666666666666666,146.0,90.66666666666667,55.333333333333336,0.8,127.4,86.6,40.8,0.8,107.5,82.0,25.5,-1.0,8.0,18,42,56,2050,1636,125.30562347188264,2.0,0.0,7,0.3333333333333333,70.66666666666667,94.33333333333333,-23.666666666666668,0.6,89.2,79.0,10.2,0.7,107.4,85.1,22.3,-2.0,8.0,18,3,56,2033,1616,125.80445544554455,1.0,1.0,7,0.20000000000000007,-1.0,0.0
19860816_NorthMelbourneKangaroos,1986,20,1986-08-16,Waverley Park,North Melbourne Kangaroos,Fitzroy Lions,93,61,15931.0,32,H,1.0,1.0,136.33333333333334,98.66666666666667,37.666666666666664,0.6,117.4,111.8,5.6,0.5,104.3,118.0,-13.7,3.0,7.0,19,18,40,2033,2034,99.95083579154375,8.0,0.42857142857142855,7,1.0,116.66666666666667,68.33333333333333,48.333333333333336,0.8,98.8,78.0,20.8,0.5,94.4,97.3,-2.9,3.0,7.0,19,16,44,1838,1846,99.56663055254604,5.0,0.5714285714285714,7,-0.20000000000000007,-3.0,0.0
19860816_RichmondTigers,1986,20,1986-08-16,Melbourne Cricket Ground,Richmond Tigers,Sydney Swans,96,144,16142.0,-48,A,0.0,0.0,71.33333333333333,125.66666666666667,-54.333333333333336,0.2,84.6,117.0,-32.4,0.3,91.1,122.3,-31.2,-4.0,7.0,19,39,28,1896,2309,82.11346903421395,9.0,0.7142857142857143,7,0.3333333333333333,116.33333333333333,113.33333333333333,3.0,0.6,119.4,102.6,16.8,0.7,110.1,95.3,14.8,-2.0,6.0,19,9,56,2123,1807,117.48754842280022,2.0,0.2857142857142857,7,-0.39999999999999997,-7.0,1.0
19860816_GeelongCats,1986,20,1986-08-16,GMHBA Stadium,Geelong Cats,Carlton Blues,108,79,13086.0,29,H,1.0,0.0,106.33333333333333,116.0,-9.666666666666666,0.2,97.8,112.4,-14.6,0.3,98.6,110.7,-12.1,-3.0,7.0,19,35,20,1799,2191,82.10862619808307,11.0,0.2857142857142857,7,0.6666666666666666,106.66666666666667,93.0,13.666666666666666,0.6,104.4,86.0,18.4,0.7,123.4,82.5,40.9,2.0,6.0,19,3,52,2197,1576,139.4035532994924,3.0,0.7142857142857143,7,-0.39999999999999997,-8.0,1.0
19860816_HawthornHawks,1986,20,1986-08-16,Princes Park,Hawthorn Hawks,Collingwood Magpies,144,72,16529.0,72,H,1.0,0.3333333333333333,88.66666666666667,102.0,-13.333333333333334,0.6,88.4,78.8,9.6,0.7,112.6,83.8,28.8,1.0,6.0,19,37,60,2204,1689,130.49141503848432,1.0,0.8571428571428571,7,0.3333333333333333,85.0,102.0,-17.0,0.6,103.2,89.8,13.4,0.7,110.1,87.6,22.5,-2.0,6.0,19,3,40,1908,1798,106.11790878754171,6.0,0.14285714285714285,7,0.0,5.0,0.0
19860816_WesternBulldogs,1986,20,1986-08-16,Western Oval,Western Bulldogs,Melbourne Demons,128,71,11924.0,57,H,1.0,0.3333333333333333,75.66666666666667,97.33333333333333,-21.666666666666668,0.4,83.8,94.6,-10.8,0.6,98.9,83.5,15.4,-1.0,7.0,19,33,40,1708,1663,102.70595309681299,7.0,0.42857142857142855,7,0.6666666666666666,99.0,133.66666666666666,-34.666666666666664,0.4,81.4,140.0,-58.6,0.3,80.5,131.6,-51.1,2.0,7.0,19,2,24,1697,2309,73.49501948895626,10.0,0.5714285714285714,7,0.0,3.0,0.0
19860816_StKildaSaints,1986,20,1986-08-16,Moorabbin Oval,St Kilda Saints,Essendon Bombers,48,82,13171.0,-34,A,0.0,0.3333333333333333,98.0,113.66666666666667,-15.666666666666666,0.2,83.4,102.4,-19.0,0.2,84.8,113.7,-28.9,-2.0,7.0,19,35,8,1614,2219,72.73546642631815,12.0,0.0,7,1.0,132.0,68.33333333333333,63.666666666666664,0.8,136.2,85.4,50.8,0.5,109.9,92.4,17.5,3.0,7.0,19,2,44,2157,1733,124.466243508367,4.0,1.0,7,-0.6000000000000001,-8.0,0.0
19860823_MelbourneDemons,1986,21,1986-08-23,Melbourne Cricket Ground,Melbourne Demons,North Melbourne Kangaroos,182,97,15110.0,85,H,1.0,0.6666666666666666,101.0,113.33333333333333,-12.333333333333334,0.4,83.6,129.2,-45.6,0.3,82.7,127.9,-45.2,-1.0,7.0,20,41,24,1768,2437,72.54821501846533,10.0,0.14285714285714285,7,1.0,120.0,78.0,42.0,0.8,118.8,101.2,17.6,0.5,99.9,112.0,-12.1,4.0,7.0,20,28,44,2126,2095,101.47971360381861,5.0,0.8571428571428571,7,-0.4,-5.0,0.0
19860823_CarltonBlues,1986,21,1986-08-23,Waverley Park,Carlton Blues,Western Bulldogs,151,72,28697.0,79,H,1.0,0.6666666666666666,106.33333333333333,94.0,12.333333333333334,0.6,109.6,95.8,13.8,0.6,114.8,88.4,26.4,-1.0,7.0,20,20,52,2276,1684,135.15439429928742,2.0,0.2857142857142857,7,0.6666666666666666,96.66666666666667,95.66666666666667,1.0,0.6,95.4,91.6,3.8,0.6,100.9,82.7,18.2,1.0,7.0,20,16,44,1836,1734,105.88235294117646,4.0,0.7142857142857143,7,0.0,2.0,0.0
