team,opponent,match_date,season,venue,is_home,team_score,opp_score,win,draw,margin,points
St Kilda Saints,Melbourne Demons,2005-04-17,2005,Marvel Stadium,True,151,104,1,0,47,4
St Kilda Saints,Richmond Tigers,2005-04-24,2005,Marvel Stadium,True,147,79,1,0,68,4
St Kilda Saints,Collingwood Magpies,2005-05-01,2005,Melbourne Cricket Ground,False,109,71,1,0,38,4
St Kilda Saints,Geelong Cats,2005-05-07,2005,Marvel Stadium,False,101,119,0,0,-18,0
St Kilda Saints,West Coast Eagles,2005-05-14,2005,Domain Stadium,False,52,88,0,0,-36,0
St Kilda Saints,Adelaide Crows,2005-05-20,2005,Marvel Stadium,True,57,103,0,0,-46,0
St Kilda Saints,Sydney Swans,2005-05-28,2005,Marvel Stadium,True,101,58,1,0,43,4
St Kilda Saints,Port Adelaide Power,2005-06-05,2005,UTAS Stadium,True,81,104,0,0,-23,0
St Kilda Saints,Hawthorn Hawks,2005-06-11,2005,Melbourne Cricket Ground,False,100,54,1,0,46,4
St Kilda Saints,Essendon Bombers,2005-06-24,2005,Marvel Stadium,False,104,119,0,0,-15,0
St Kilda Saints,Western Bulldogs,2005-07-03,2005,Melbourne Cricket Ground,False,116,98,1,0,18,4
St Kilda Saints,Carlton Blues,2005-07-10,2005,Marvel Stadium,True,153,73,1,0,80,4
St Kilda Saints,Richmond Tigers,2005-07-16,2005,Melbourne Cricket Ground,False,106,37,1,0,69,4
St Kilda Saints,Collingwood Magpies,2005-07-22,2005,Marvel Stadium,True,143,70,1,0,73,4
St Kilda Saints,Melbourne Demons,2005-07-30,2005,Melbourne Cricket Ground,False,176,88,1,0,88,4
St Kilda Saints,Geelong Cats,2005-08-05,2005,Marvel Stadium,True,96,55,1,0,41,4
St Kilda Saints,North Melbourne Kangaroos,2005-08-13,2005,Marvel Stadium,False,108,85,1,0,23,4
St Kilda Saints,Fremantle Dockers,2005-08-19,2005,Domain Stadium,False,75,80,0,0,-5,0
St Kilda Saints,Brisbane Lions,2005-08-27,2005,Marvel Stadium,True,186,47,1,0,139,4
St Kilda Saints,Adelaide Crows,2005-09-03,2005,AAMI Stadium,False,65,57,1,0,8,4
St Kilda Saints,Sydney Swans,2005-09-16,2005,Melbourne Cricket Ground,True,65,96,0,0,-31,0
St Kilda Saints,West Coast Eagles,2006-03-30,2006,Domain Stadium,False,66,84,0,0,-18,0
St Kilda Saints,Richmond Tigers,2006-04-07,2006,Marvel Stadium,False,88,77,1,0,11,4
St Kilda Saints,Brisbane Lions,2006-04-13,2006,Marvel Stadium,True,124,87,1,0,37,4
St Kilda Saints,Port Adelaide Power,2006-04-24,2006,AAMI Stadium,False,118,122,0,0,-4,0
St Kilda Saints,Fremantle Dockers,2006-04-30,2006,UTAS Stadium,True,93,94,0,0,-1,0
St Kilda Saints,Western Bulldogs,2006-05-06,2006,Marvel Stadium,True,92,78,1,0,14,4
St Kilda Saints,Geelong Cats,2006-05-12,2006,Marvel Stadium,True,64,82,0,0,-18,0
St Kilda Saints,Carlton Blues,2006-05-21,2006,Melbourne Cricket Ground,False,126,34,1,0,92,4
St Kilda Saints,North Melbourne Kangaroos,2006-05-28,2006,Marvel Stadium,True,74,57,1,0,17,4
St Kilda Saints,Melbourne Demons,2006-06-04,2006,Melbourne Cricket Ground,False,90,103,0,0,-13,0
St Kilda Saints,Sydney Swans,2006-06-10,2006,Sydney Cricket Ground,False,52,50,1,0,2,4
St Kilda Saints,Adelaide Crows,2006-06-16,2006,Marvel Stadium,True,60,123,0,0,-63,0
St Kilda Saints,Hawthorn Hawks,2006-07-01,2006,Marvel Stadium,True,125,55,1,0,70,4
St Kilda Saints,Collingwood Magpies,2006-07-09,2006,Marvel Stadium,True,122,63,1,0,59,4
St Kilda Saints,Essendon Bombers,2006-07-15,2006,Melbourne Cricket Ground,False,74,71,1,0,3,4
St Kilda Saints,Port Adelaide Power,2006-07-23,2006,UTAS Stadium,True,64,60,1,0,4,4
St Kilda Saints,Richmond Tigers,2006-07-29,2006,Melbourne Cricket Ground,True,174,71,1,0,103,4
St Kilda Saints,West Coast Eagles,2006-08-04,2006,Marvel Stadium,True,59,98,0,0,-39,0
St Kilda Saints,Geelong Cats,2006-08-13,2006,Marvel Stadium,False,103,80,1,0,23,4
St Kilda Saints,Fremantle Dockers,2006-08-19,2006,Domain Stadium,False,56,114,0,0,-58,0
St Kilda Saints,Western Bulldogs,2006-08-25,2006,Marvel Stadium,False,142,92,1,0,50,4
St Kilda Saints,Brisbane Lions,2006-09-02,2006,The Gabba,False,108,57,1,0,51,4
St Kilda Saints,Melbourne Demons,2006-09-08,2006,Melbourne Cricket Ground,True,72,90,0,0,-18,0
St Kilda Saints,Melbourne Demons,2007-03-30,2007,Melbourne Cricket Ground,False,93,62,1,0,31,4
St Kilda Saints,Brisbane Lions,2007-04-05,2007,The Gabba,False,50,102,0,0,-52,0
St Kilda Saints,Western Bulldogs,2007-04-14,2007,Marvel Stadium,True,116,66,1,0,50,4
St Kilda Saints,Essendon Bombers,2007-04-21,2007,Marvel Stadium,True,68,99,0,0,-31,0
St Kilda Saints,Port Adelaide Power,2007-04-27,2007,AAMI Stadium,False,43,96,0,0,-53,0
St Kilda Saints,Carlton Blues,2007-05-04,2007,Marvel Stadium,True,125,82,1,0,43,4
St Kilda Saints,Sydney Swans,2007-05-12,2007,Marvel Stadium,True,97,71,1,0,26,4
St Kilda Saints,Hawthorn Hawks,2007-05-19,2007,Melbourne Cricket Ground,False,44,72,0,0,-28,0
St Kilda Saints,Fremantle Dockers,2007-05-25,2007,Domain Stadium,False,55,101,0,0,-46,0
St Kilda Saints,Geelong Cats,2007-06-03,2007,Marvel Stadium,True,65,125,0,0,-60,0
St Kilda Saints,North Melbourne Kangaroos,2007-06-10,2007,Marvel Stadium,True,58,80,0,0,-22,0
St Kilda Saints,West Coast Eagles,2007-06-24,2007,Domain Stadium,False,99,76,1,0,23,4
St Kilda Saints,Richmond Tigers,2007-06-30,2007,Marvel Stadium,True,117,100,1,0,17,4
St Kilda Saints,Collingwood Magpies,2007-07-07,2007,Melbourne Cricket Ground,False,80,89,0,0,-9,0
St Kilda Saints,Adelaide Crows,2007-07-13,2007,Marvel Stadium,True,82,80,1,0,2,4
St Kilda Saints,Hawthorn Hawks,2007-07-21,2007,Marvel Stadium,True,95,78,1,0,17,4
St Kilda Saints,Carlton Blues,2007-07-28,2007,Marvel Stadium,False,111,101,1,0,10,4
St Kilda Saints,Western Bulldogs,2007-08-03,2007,Marvel Stadium,False,85,85,0,1,0,2
St Kilda Saints,Sydney Swans,2007-08-11,2007,Accor Stadium,False,65,82,0,0,-17,0
St Kilda Saints,Fremantle Dockers,2007-08-18,2007,Marvel Stadium,True,126,96,1,0,30,4
St Kilda Saints,West Coast Eagles,2007-08-24,2007,Marvel Stadium,True,98,106,0,0,-8,0
St Kilda Saints,Richmond Tigers,2007-09-01,2007,Melbourne Cricket Ground,False,102,92,1,0,10,4
St Kilda Saints,Sydney Swans,2008-03-22,2008,Marvel Stadium,True,51,49,1,0,2,4
St Kilda Saints,Carlton Blues,2008-03-29,2008,Marvel Stadium,True,125,85,1,0,40,4
St Kilda Saints,Western Bulldogs,2008-04-04,2008,Marvel Stadium,False,87,125,0,0,-38,0
St Kilda Saints,Geelong Cats,2008-04-12,2008,Marvel Stadium,True,94,136,0,0,-42,0
St Kilda Saints,Essendon Bombers,2008-04-18,2008,Marvel Stadium,True,123,87,1,0,36,4
St Kilda Saints,Port Adelaide Power,2008-04-26,2008,AAMI Stadium,False,61,82,0,0,-21,0
St Kilda Saints,Richmond Tigers,2008-05-03,2008,Marvel Stadium,False,110,107,1,0,3,4
St Kilda Saints,Collingwood Magpies,2008-05-16,2008,Marvel Stadium,True,94,103,0,0,-9,0
St Kilda Saints,Brisbane Lions,2008-05-25,2008,The Gabba,False,95,141,0,0,-46,0
St Kilda Saints,Melbourne Demons,2008-06-01,2008,Marvel Stadium,True,129,50,1,0,79,4
St Kilda Saints,Western Bulldogs,2008-06-08,2008,Marvel Stadium,True,79,106,0,0,-27,0
St Kilda Saints,Sydney Swans,2008-06-14,2008,Sydney Cricket Ground,False,67,102,0,0,-35,0
St Kilda Saints,Fremantle Dockers,2008-06-20,2008,Marvel Stadium,True,65,57,1,0,8,4
St Kilda Saints,North Melbourne Kangaroos,2008-06-28,2008,People First Stadium,False,84,69,1,0,15,4
St Kilda Saints,Carlton Blues,2008-07-11,2008,Melbourne Cricket Ground,False,119,87,1,0,32,4
St Kilda Saints,Hawthorn Hawks,2008-07-19,2008,Marvel Stadium,True,119,89,1,0,30,4
St Kilda Saints,West Coast Eagles,2008-07-26,2008,Domain Stadium,False,86,103,0,0,-17,0
St Kilda Saints,Port Adelaide Power,2008-08-03,2008,Marvel Stadium,True,101,93,1,0,8,4
St Kilda Saints,Collingwood Magpies,2008-08-09,2008,Melbourne Cricket Ground,False,83,97,0,0,-14,0
St Kilda Saints,Fremantle Dockers,2008-08-17,2008,Domain Stadium,False,112,69,1,0,43,4
St Kilda Saints,Adelaide Crows,2008-08-24,2008,Marvel Stadium,True,95,47,1,0,48,4
St Kilda Saints,Essendon Bombers,2008-08-31,2008,Marvel Stadium,False,147,39,1,0,108,4
St Kilda Saints,Geelong Cats,2008-09-07,2008,Melbourne Cricket Ground,False,61,119,0,0,-58,0
St Kilda Saints,Collingwood Magpies,2008-09-13,2008,Melbourne Cricket Ground,True,106,72,1,0,34,4
St Kilda Saints,Hawthorn Hawks,2008-09-20,2008,Melbourne Cricket Ground,False,64,118,0,0,-54,0
St Kilda Saints,Sydney Swans,2009-03-28,2009,Marvel Stadium,True,80,65,1,0,15,4
St Kilda Saints,Adelaide Crows,2009-04-03,2009,AAMI Stadium,False,101,69,1,0,32,4
St Kilda Saints,West Coast Eagles,2009-04-11,2009,Marvel Stadium,True,161,64,1,0,97,4
St Kilda Saints,Fremantle Dockers,2009-04-18,2009,Marvel Stadium,True,111,28,1,0,83,4
St Kilda Saints,Port Adelaide Power,2009-04-24,2009,AAMI Stadium,False,102,36,1,0,66,4
St Kilda Saints,Western Bulldogs,2009-05-03,2009,Marvel Stadium,False,104,76,1,0,28,4
St Kilda Saints,Collingwood Magpies,2009-05-11,2009,Marvel Stadium,False,128,40,1,0,88,4
St Kilda Saints,Essendon Bombers,2009-05-17,2009,Marvel Stadium,True,90,71,1,0,19,4
St Kilda Saints,Brisbane Lions,2009-05-24,2009,Marvel Stadium,True,97,81,1,0,16,4
St Kilda Saints,Melbourne Demons,2009-05-30,2009,People First Stadium,True,83,46,1,0,37,4
St Kilda Saints,North Melbourne Kangaroos,2009-06-06,2009,Marvel Stadium,False,103,57,1,0,46,4
St Kilda Saints,Carlton Blues,2009-06-12,2009,Marvel Stadium,False,104,95,1,0,9,4
St Kilda Saints,Richmond Tigers,2009-06-28,2009,Marvel Stadium,True,92,36,1,0,56,4
St Kilda Saints,Geelong Cats,2009-07-05,2009,Marvel Stadium,True,91,85,1,0,6,4
St Kilda Saints,West Coast Eagles,2009-07-12,2009,Domain Stadium,False,90,70,1,0,20,4
St Kilda Saints,Adelaide Crows,2009-07-19,2009,Marvel Stadium,True,105,48,1,0,57,4
St Kilda Saints,Western Bulldogs,2009-07-25,2009,Marvel Stadium,True,106,61,1,0,45,4
St Kilda Saints,Sydney Swans,2009-08-01,2009,Sydney Cricket Ground,False,94,93,1,0,1,4
St Kilda Saints,Hawthorn Hawks,2009-08-08,2009,UTAS Stadium,False,74,49,1,0,25,4
St Kilda Saints,Essendon Bombers,2009-08-16,2009,Marvel Stadium,False,108,110,0,0,-2,0
St Kilda Saints,North Melbourne Kangaroos,2009-08-23,2009,Marvel Stadium,True,59,64,0,0,-5,0
St Kilda Saints,Melbourne Demons,2009-08-30,2009,Melbourne Cricket Ground,False,114,67,1,0,47,4
St Kilda Saints,Collingwood Magpies,2009-09-06,2009,Melbourne Cricket Ground,True,80,52,1,0,28,4
St Kilda Saints,Western Bulldogs,2009-09-18,2009,Melbourne Cricket Ground,True,60,53,1,0,7,4
St Kilda Saints,Geelong Cats,2009-09-26,2009,Melbourne Cricket Ground,True,68,80,0,0,-12,0
St Kilda Saints,Sydney Swans,2010-03-27,2010,Accor Stadium,False,96,88,1,0,8,4
St Kilda Saints,North Melbourne Kangaroos,2010-04-03,2010,Marvel Stadium,True,143,39,1,0,104,4
St Kilda Saints,Collingwood Magpies,2010-04-09,2010,Marvel Stadium,True,69,41,1,0,28,4
St Kilda Saints,Fremantle Dockers,2010-04-18,2010,Marvel Stadium,True,108,93,1,0,15,4
St Kilda Saints,Port Adelaide Power,2010-04-24,2010,AAMI Stadium,False,44,54,0,0,-10,0
St Kilda Saints,Western Bulldogs,2010-04-30,2010,Marvel Stadium,False,49,46,1,0,3,4
St Kilda Saints,Carlton Blues,2010-05-10,2010,Marvel Stadium,True,68,129,0,0,-61,0
St Kilda Saints,Essendon Bombers,2010-05-16,2010,Marvel Stadium,True,81,93,0,0,-12,0
St Kilda Saints,West Coast Eagles,2010-05-23,2010,Domain Stadium,False,91,56,1,0,35,4
St Kilda Saints,Adelaide Crows,2010-05-29,2010,Marvel Stadium,True,123,76,1,0,47,4
St Kilda Saints,Richmond Tigers,2010-06-04,2010,Marvel Stadium,False,97,59,1,0,38,4
St Kilda Saints,Fremantle Dockers,2010-06-13,2010,Domain Stadium,False,85,67,1,0,18,4
St Kilda Saints,Geelong Cats,2010-06-25,2010,Melbourne Cricket Ground,True,70,46,1,0,24,4
St Kilda Saints,Melbourne Demons,2010-07-04,2010,Marvel Stadium,True,100,65,1,0,35,4
St Kilda Saints,Brisbane Lions,2010-07-10,2010,The Gabba,False,79,65,1,0,14,4
St Kilda Saints,Collingwood Magpies,2010-07-17,2010,Melbourne Cricket Ground,False,52,100,0,0,-48,0
St Kilda Saints,Hawthorn Hawks,2010-07-23,2010,Marvel Stadium,True,87,87,0,1,0,2
St Kilda Saints,Essendon Bombers,2010-07-30,2010,Marvel Stadium,False,75,108,0,0,-33,0
St Kilda Saints,Port Adelaide Power,2010-08-08,2010,Marvel Stadium,True,151,57,1,0,94,4
St Kilda Saints,North Melbourne Kangaroos,2010-08-15,2010,Marvel Stadium,False,115,63,1,0,52,4
St Kilda Saints,Richmond Tigers,2010-08-21,2010,Marvel Stadium,True,115,94,1,0,21,4
St Kilda Saints,Adelaide Crows,2010-08-28,2010,AAMI Stadium,False,37,65,0,0,-28,0
St Kilda Saints,Geelong Cats,2010-09-03,2010,Melbourne Cricket Ground,False,83,79,1,0,4,4
St Kilda Saints,Western Bulldogs,2010-09-18,2010,Melbourne Cricket Ground,True,88,64,1,0,24,4
St Kilda Saints,Collingwood Magpies,2010-09-25,2010,Melbourne Cricket Ground,False,68,68,0,1,0,2
St Kilda Saints,Collingwood Magpies,2010-10-02,2010,Melbourne Cricket Ground,False,52,108,0,0,-56,0
St Kilda Saints,Geelong Cats,2011-03-25,2011,Melbourne Cricket Ground,False,47,48,0,0,-1,0
St Kilda Saints,Richmond Tigers,2011-04-01,2011,Melbourne Cricket Ground,True,95,95,0,1,0,2
St Kilda Saints,Essendon Bombers,2011-04-10,2011,Marvel Stadium,True,84,136,0,0,-52,0
St Kilda Saints,Brisbane Lions,2011-04-21,2011,The Gabba,False,89,76,1,0,13,4
St Kilda Saints,Adelaide Crows,2011-04-30,2011,AAMI Stadium,False,71,90,0,0,-19,0
St Kilda Saints,Carlton Blues,2011-05-09,2011,Marvel Stadium,True,81,84,0,0,-3,0
St Kilda Saints,Hawthorn Hawks,2011-05-15,2011,Melbourne Cricket Ground,False,69,99,0,0,-30,0
St Kilda Saints,Melbourne Demons,2011-05-21,2011,Marvel Stadium,True,106,86,1,0,20,4
St Kilda Saints,Fremantle Dockers,2011-05-28,2011,Domain Stadium,False,102,56,1,0,46,4
St Kilda Saints,Collingwood Magpies,2011-06-04,2011,Melbourne Cricket Ground,False,51,108,0,0,-57,0
St Kilda Saints,Western Bulldogs,2011-06-10,2011,Marvel Stadium,True,81,57,1,0,24,4
St Kilda Saints,Geelong Cats,2011-06-18,2011,Melbourne Cricket Ground,True,72,100,0,0,-28,0
St Kilda Saints,North Melbourne Kangaroos,2011-07-03,2011,Marvel Stadium,False,79,70,1,0,9,4
St Kilda Saints,Port Adelaide Power,2011-07-10,2011,AAMI Stadium,False,109,53,1,0,56,4
St Kilda Saints,West Coast Eagles,2011-07-16,2011,Marvel Stadium,True,82,61,1,0,21,4
St Kilda Saints,Adelaide Crows,2011-07-22,2011,Marvel Stadium,True,127,24,1,0,103,4
St Kilda Saints,Gold Coast Suns,2011-07-30,2011,People First Stadium,False,74,54,1,0,20,4
St Kilda Saints,Fremantle Dockers,2011-08-05,2011,Marvel Stadium,True,113,72,1,0,41,4
St Kilda Saints,Collingwood Magpies,2011-08-12,2011,Marvel Stadium,True,70,89,0,0,-19,0
St Kilda Saints,Sydney Swans,2011-08-21,2011,Accor Stadium,False,68,83,0,0,-15,0
St Kilda Saints,North Melbourne Kangaroos,2011-08-27,2011,Marvel Stadium,True,135,70,1,0,65,4
St Kilda Saints,Carlton Blues,2011-09-03,2011,Melbourne Cricket Ground,False,86,66,1,0,20,4
St Kilda Saints,Sydney Swans,2011-09-10,2011,Marvel Stadium,True,57,82,0,0,-25,0
St Kilda Saints,Port Adelaide Power,2012-04-01,2012,AAMI Stadium,False,85,89,0,0,-4,0
St Kilda Saints,Gold Coast Suns,2012-04-08,2012,Marvel Stadium,True,139,47,1,0,92,4
St Kilda Saints,Western Bulldogs,2012-04-14,2012,Marvel Stadium,False,103,40,1,0,63,4
St Kilda Saints,Fremantle Dockers,2012-04-20,2012,Marvel Stadium,True,79,92,0,0,-13,0
St Kilda Saints,Melbourne Demons,2012-04-28,2012,Melbourne Cricket Ground,False,84,66,1,0,18,4
St Kilda Saints,Hawthorn Hawks,2012-05-05,2012,Melbourne Cricket Ground,True,88,123,0,0,-35,0
St Kilda Saints,Carlton Blues,2012-05-14,2012,Marvel Stadium,True,122,98,1,0,24,4
St Kilda Saints,West Coast Eagles,2012-05-20,2012,Domain Stadium,False,91,121,0,0,-30,0
St Kilda Saints,Sydney Swans,2012-05-26,2012,Marvel Stadium,True,111,83,1,0,28,4
St Kilda Saints,Richmond Tigers,2012-06-01,2012,Marvel Stadium,True,113,121,0,0,-8,0
St Kilda Saints,Gold Coast Suns,2012-06-09,2012,People First Stadium,False,144,49,1,0,95,4
St Kilda Saints,Adelaide Crows,2012-06-15,2012,AAMI Stadium,False,111,115,0,0,-4,0
St Kilda Saints,North Melbourne Kangaroos,2012-07-01,2012,Marvel Stadium,True,103,136,0,0,-33,0
St Kilda Saints,Essendon Bombers,2012-07-07,2012,Marvel Stadium,True,133,62,1,0,71,4
St Kilda Saints,Brisbane Lions,2012-07-14,2012,The Gabba,False,105,92,1,0,13,4
St Kilda Saints,Sydney Swans,2012-07-22,2012,Sydney Cricket Ground,False,76,105,0,0,-29,0
St Kilda Saints,Western Bulldogs,2012-07-29,2012,Marvel Stadium,True,118,42,1,0,76,4
St Kilda Saints,Collingwood Magpies,2012-08-04,2012,Melbourne Cricket Ground,False,85,91,0,0,-6,0
St Kilda Saints,Melbourne Demons,2012-08-11,2012,Melbourne Cricket Ground,True,107,82,1,0,25,4
St Kilda Saints,Geelong Cats,2012-08-17,2012,Marvel Stadium,False,81,123,0,0,-42,0
St Kilda Saints,Greater Western Sydney Giants,2012-08-25,2012,Marvel Stadium,True,163,35,1,0,128,4
St Kilda Saints,Carlton Blues,2012-09-02,2012,Marvel Stadium,False,106,91,1,0,15,4
St Kilda Saints,Gold Coast Suns,2013-03-30,2013,People First Stadium,False,77,90,0,0,-13,0
St Kilda Saints,Richmond Tigers,2013-04-05,2013,Melbourne Cricket Ground,True,82,99,0,0,-17,0
St Kilda Saints,Greater Western Sydney Giants,2013-04-13,2013,Manuka Oval,False,140,68,1,0,72,4
St Kilda Saints,Essendon Bombers,2013-04-20,2013,Marvel Stadium,True,91,128,0,0,-37,0
St Kilda Saints,Sydney Swans,2013-04-25,2013,Westpac Stadium,True,63,79,0,0,-16,0
St Kilda Saints,Collingwood Magpies,2013-05-03,2013,Marvel Stadium,False,77,103,0,0,-26,0
St Kilda Saints,Carlton Blues,2013-05-13,2013,Marvel Stadium,True,77,68,1,0,9,4
St Kilda Saints,Adelaide Crows,2013-05-19,2013,AAMI Stadium,False,47,87,0,0,-40,0
St Kilda Saints,Western Bulldogs,2013-05-25,2013,Marvel Stadium,True,101,110,0,0,-9,0
St Kilda Saints,North Melbourne Kangaroos,2013-06-02,2013,Marvel Stadium,False,65,133,0,0,-68,0
St Kilda Saints,West Coast Eagles,2013-06-09,2013,Marvel Stadium,True,80,84,0,0,-4,0
St Kilda Saints,Melbourne Demons,2013-06-22,2013,Melbourne Cricket Ground,True,104,69,1,0,35,4
St Kilda Saints,Richmond Tigers,2013-06-30,2013,Melbourne Cricket Ground,False,55,119,0,0,-64,0
St Kilda Saints,Fremantle Dockers,2013-07-07,2013,Domain Stadium,False,70,100,0,0,-30,0
St Kilda Saints,Carlton Blues,2013-07-13,2013,Marvel Stadium,False,74,110,0,0,-36,0
St Kilda Saints,Port Adelaide Power,2013-07-20,2013,Marvel Stadium,True,92,97,0,0,-5,0
St Kilda Saints,Geelong Cats,2013-07-27,2013,GMHBA Stadium,False,36,137,0,0,-101,0
St Kilda Saints,Brisbane Lions,2013-08-03,2013,The Gabba,False,77,108,0,0,-31,0
St Kilda Saints,Hawthorn Hawks,2013-08-09,2013,Marvel Stadium,True,56,102,0,0,-46,0
St Kilda Saints,Sydney Swans,2013-08-18,2013,Sydney Cricket Ground,False,59,118,0,0,-59,0
St Kilda Saints,Gold Coast Suns,2013-08-25,2013,Marvel Stadium,True,116,70,1,0,46,4
St Kilda Saints,Fremantle Dockers,2013-08-31,2013,Marvel Stadium,True,112,41,1,0,71,4
St Kilda Saints,Melbourne Demons,2014-03-22,2014,Marvel Stadium,True,68,51,1,0,17,4
St Kilda Saints,Greater Western Sydney Giants,2014-03-29,2014,Marvel Stadium,True,95,88,1,0,7,4
St Kilda Saints,West Coast Eagles,2014-04-05,2014,Domain Stadium,False,58,83,0,0,-25,0
St Kilda Saints,Adelaide Crows,2014-04-13,2014,Marvel Stadium,True,50,136,0,0,-86,0
St Kilda Saints,Essendon Bombers,2014-04-19,2014,Marvel Stadium,False,81,65,1,0,16,4
St Kilda Saints,Brisbane Lions,2014-04-25,2014,Westpac Stadium,True,79,82,0,0,-3,0
St Kilda Saints,Hawthorn Hawks,2014-05-03,2014,Melbourne Cricket Ground,False,30,175,0,0,-145,0
St Kilda Saints,Carlton Blues,2014-05-12,2014,Marvel Stadium,True,69,101,0,0,-32,0
St Kilda Saints,Gold Coast Suns,2014-05-18,2014,Marvel Stadium,True,87,125,0,0,-38,0
St Kilda Saints,Collingwood Magpies,2014-05-30,2014,Marvel Stadium,True,54,140,0,0,-86,0
St Kilda Saints,Port Adelaide Power,2014-06-07,2014,Adelaide Oval,False,59,129,0,0,-70,0
St Kilda Saints,Geelong Cats,2014-06-15,2014,GMHBA Stadium,False,37,133,0,0,-96,0
St Kilda Saints,West Coast Eagles,2014-06-22,2014,Marvel Stadium,True,70,103,0,0,-33,0
St Kilda Saints,Richmond Tigers,2014-06-28,2014,Marvel Stadium,True,73,117,0,0,-44,0
St Kilda Saints,Carlton Blues,2014-07-06,2014,Marvel Stadium,False,66,151,0,0,-85,0
St Kilda Saints,North Melbourne Kangaroos,2014-07-12,2014,Ninja Stadium,False,33,92,0,0,-59,0
St Kilda Saints,Fremantle Dockers,2014-07-19,2014,Marvel Stadium,True,118,60,1,0,58,4
St Kilda Saints,Gold Coast Suns,2014-08-02,2014,People First Stadium,False,64,117,0,0,-53,0
St Kilda Saints,Western Bulldogs,2014-08-10,2014,Marvel Stadium,True,99,122,0,0,-23,0
St Kilda Saints,Sydney Swans,2014-08-16,2014,Sydney Cricket Ground,False,56,127,0,0,-71,0
St Kilda Saints,Richmond Tigers,2014-08-24,2014,Melbourne Cricket Ground,False,72,98,0,0,-26,0
St Kilda Saints,Adelaide Crows,2014-08-31,2014,Adelaide Oval,False,62,141,0,0,-79,0
St Kilda Saints,Greater Western Sydney Giants,2015-04-05,2015,Marvel Stadium,True,78,87,0,0,-9,0
St Kilda Saints,Gold Coast Suns,2015-04-11,2015,People First Stadium,False,104,76,1,0,28,4
St Kilda Saints,Collingwood Magpies,2015-04-17,2015,Melbourne Cricket Ground,False,66,140,0,0,-74,0
St Kilda Saints,Carlton Blues,2015-04-25,2015,Westpac Stadium,True,81,121,0,0,-40,0
St Kilda Saints,Essendon Bombers,2015-05-03,2015,Marvel Stadium,True,80,82,0,0,-2,0
St Kilda Saints,Western Bulldogs,2015-05-09,2015,Marvel Stadium,False,94,87,1,0,7,4
St Kilda Saints,Adelaide Crows,2015-05-16,2015,Adelaide Oval,False,73,119,0,0,-46,0
St Kilda Saints,West Coast Eagles,2015-05-23,2015,Marvel Stadium,True,78,131,0,0,-53,0
St Kilda Saints,Brisbane Lions,2015-05-31,2015,The Gabba,False,108,86,1,0,22,4
St Kilda Saints,Hawthorn Hawks,2015-06-07,2015,Marvel Stadium,True,69,132,0,0,-63,0
St Kilda Saints,Melbourne Demons,2015-06-14,2015,Marvel Stadium,True,85,83,1,0,2,4
St Kilda Saints,Western Bulldogs,2015-06-27,2015,Marvel Stadium,True,56,62,0,0,-6,0
St Kilda Saints,Essendon Bombers,2015-07-05,2015,Marvel Stadium,False,162,52,1,0,110,4
St Kilda Saints,Greater Western Sydney Giants,2015-07-12,2015,ENGIE Stadium,False,49,84,0,0,-35,0
St Kilda Saints,Richmond Tigers,2015-07-19,2015,Marvel Stadium,True,73,89,0,0,-16,0
St Kilda Saints,Melbourne Demons,2015-07-26,2015,Melbourne Cricket Ground,False,83,46,1,0,37,4
St Kilda Saints,Port Adelaide Power,2015-08-02,2015,Adelaide Oval,False,49,112,0,0,-63,0
St Kilda Saints,Fremantle Dockers,2015-08-09,2015,Marvel Stadium,True,59,96,0,0,-37,0
St Kilda Saints,North Melbourne Kangaroos,2015-08-15,2015,Ninja Stadium,False,83,120,0,0,-37,0
St Kilda Saints,Geelong Cats,2015-08-22,2015,Marvel Stadium,True,97,97,0,1,0,2
St Kilda Saints,Sydney Swans,2015-08-30,2015,Marvel Stadium,True,38,135,0,0,-97,0
St Kilda Saints,West Coast Eagles,2015-09-05,2015,Domain Stadium,False,30,125,0,0,-95,0
St Kilda Saints,Port Adelaide Power,2016-03-27,2016,Adelaide Oval,False,100,133,0,0,-33,0
St Kilda Saints,Western Bulldogs,2016-04-02,2016,Marvel Stadium,True,36,93,0,0,-57,0
St Kilda Saints,Collingwood Magpies,2016-04-09,2016,Melbourne Cricket Ground,True,119,90,1,0,29,4
St Kilda Saints,Hawthorn Hawks,2016-04-16,2016,UTAS Stadium,False,84,87,0,0,-3,0
St Kilda Saints,Greater Western Sydney Giants,2016-04-24,2016,Marvel Stadium,True,79,126,0,0,-47,0
St Kilda Saints,Melbourne Demons,2016-04-30,2016,Marvel Stadium,False,135,96,1,0,39,4
St Kilda Saints,North Melbourne Kangaroos,2016-05-08,2016,Marvel Stadium,True,75,82,0,0,-7,0
St Kilda Saints,West Coast Eagles,2016-05-15,2016,Domain Stadium,False,29,132,0,0,-103,0
St Kilda Saints,Essendon Bombers,2016-05-22,2016,Marvel Stadium,True,109,63,1,0,46,4
St Kilda Saints,Fremantle Dockers,2016-05-28,2016,Marvel Stadium,True,101,67,1,0,34,4
St Kilda Saints,Adelaide Crows,2016-06-05,2016,Adelaide Oval,False,45,133,0,0,-88,0
St Kilda Saints,Carlton Blues,2016-06-12,2016,Marvel Stadium,True,110,78,1,0,32,4
