team,opponent,match_date,season,venue,is_home,team_score,opp_score,win,draw,margin,points
Brisbane Bears,Collingwood Magpies,1994-06-26,1994,The Gabba,True,121,77,1,0,44,4
Brisbane Bears,Carlton Blues,1994-07-02,1994,Princes Park,False,46,144,0,0,-98,0
Brisbane Bears,Sydney Swans,1994-07-10,1994,Sydney Cricket Ground,False,135,110,1,0,25,4
Brisbane Bears,Richmond Tigers,1994-07-17,1994,The Gabba,True,84,98,0,0,-14,0
Brisbane Bears,Fitzroy Lions,1994-07-24,1994,The Gabba,True,65,58,1,0,7,4
Brisbane Bears,St Kilda Saints,1994-07-30,1994,Waverley Park,False,55,45,1,0,10,4
Brisbane Bears,Melbourne Demons,1994-08-07,1994,The Gabba,True,84,99,0,0,-15,0
Brisbane Bears,Adelaide Crows,1994-08-14,1994,AAMI Stadium,False,86,89,0,0,-3,0
Brisbane Bears,Western Bulldogs,1994-08-21,1994,The Gabba,True,88,98,0,0,-10,0
Brisbane Bears,Hawthorn Hawks,1994-08-28,1994,The Gabba,True,91,102,0,0,-11,0
Brisbane Bears,Hawthorn Hawks,1995-04-01,1995,Waverley Park,False,70,127,0,0,-57,0
Brisbane Bears,Adelaide Crows,1995-04-09,1995,The Gabba,True,126,99,1,0,27,4
Brisbane Bears,Sydney Swans,1995-04-16,1995,The Gabba,True,104,99,1,0,5,4
Brisbane Bears,Carlton Blues,1995-04-23,1995,The Gabba,True,82,119,0,0,-37,0
Brisbane Bears,Richmond Tigers,1995-04-29,1995,Melbourne Cricket Ground,False,96,116,0,0,-20,0
Brisbane Bears,Essendon Bombers,1995-05-07,1995,Princes Park,False,100,128,0,0,-28,0
Brisbane Bears,Melbourne Demons,1995-05-14,1995,Melbourne Cricket Ground,False,75,82,0,0,-7,0
Brisbane Bears,St Kilda Saints,1995-05-21,1995,The Gabba,True,115,94,1,0,21,4
Brisbane Bears,Fremantle Dockers,1995-05-28,1995,Domain Stadium,False,54,120,0,0,-66,0
Brisbane Bears,West Coast Eagles,1995-06-04,1995,Domain Stadium,False,67,112,0,0,-45,0
Brisbane Bears,Fitzroy Lions,1995-06-11,1995,The Gabba,True,132,74,1,0,58,4
Brisbane Bears,North Melbourne Kangaroos,1995-06-25,1995,The Gabba,True,89,133,0,0,-44,0
Brisbane Bears,Western Bulldogs,1995-07-01,1995,Western Oval,False,53,69,0,0,-16,0
Brisbane Bears,Geelong Cats,1995-07-08,1995,GMHBA Stadium,False,98,111,0,0,-13,0
Brisbane Bears,Collingwood Magpies,1995-07-16,1995,The Gabba,True,80,129,0,0,-49,0
Brisbane Bears,Hawthorn Hawks,1995-07-23,1995,The Gabba,True,104,97,1,0,7,4
Brisbane Bears,Adelaide Crows,1995-07-30,1995,AAMI Stadium,False,76,46,1,0,30,4
Brisbane Bears,Sydney Swans,1995-08-06,1995,Sydney Cricket Ground,False,126,111,1,0,15,4
Brisbane Bears,Carlton Blues,1995-08-13,1995,Princes Park,False,71,85,0,0,-14,0
Brisbane Bears,Richmond Tigers,1995-08-20,1995,The Gabba,True,160,83,1,0,77,4
Brisbane Bears,Essendon Bombers,1995-08-26,1995,The Gabba,True,116,84,1,0,32,4
Brisbane Bears,Melbourne Demons,1995-09-01,1995,The Gabba,True,110,89,1,0,21,4
Brisbane Bears,Carlton Blues,1995-09-10,1995,Melbourne Cricket Ground,False,77,90,0,0,-13,0
Brisbane Bears,Western Bulldogs,1996-03-30,1996,The Gabba,True,141,54,1,0,87,4
Brisbane Bears,West Coast Eagles,1996-04-06,1996,WACA,False,103,77,1,0,26,4
Brisbane Bears,Richmond Tigers,1996-04-13,1996,The Gabba,True,90,108,0,0,-18,0
Brisbane Bears,North Melbourne Kangaroos,1996-04-19,1996,The Gabba,True,125,95,1,0,30,4
Brisbane Bears,Fitzroy Lions,1996-04-28,1996,The Gabba,True,158,49,1,0,109,4
Brisbane Bears,Fremantle Dockers,1996-05-05,1996,Domain Stadium,False,110,85,1,0,25,4
Brisbane Bears,Hawthorn Hawks,1996-05-11,1996,The Gabba,True,104,41,1,0,63,4
Brisbane Bears,Collingwood Magpies,1996-05-17,1996,The Gabba,True,108,98,1,0,10,4
Brisbane Bears,Sydney Swans,1996-05-26,1996,Sydney Cricket Ground,False,74,132,0,0,-58,0
Brisbane Bears,Geelong Cats,1996-06-08,1996,GMHBA Stadium,False,98,98,0,1,0,2
Brisbane Bears,Carlton Blues,1996-06-15,1996,The Gabba,True,38,62,0,0,-24,0
Brisbane Bears,Melbourne Demons,1996-06-22,1996,The Gabba,True,123,46,1,0,77,4
Brisbane Bears,St Kilda Saints,1996-06-29,1996,Waverley Park,False,50,96,0,0,-46,0
Brisbane Bears,Adelaide Crows,1996-07-06,1996,AAMI Stadium,False,94,102,0,0,-8,0
Brisbane Bears,Essendon Bombers,1996-07-14,1996,The Gabba,True,103,68,1,0,35,4
Brisbane Bears,Western Bulldogs,1996-07-20,1996,Western Oval,False,36,22,1,0,14,4
Brisbane Bears,West Coast Eagles,1996-07-27,1996,The Gabba,True,163,116,1,0,47,4
Brisbane Bears,Richmond Tigers,1996-08-04,1996,Princes Park,True,70,53,1,0,17,4
Brisbane Bears,North Melbourne Kangaroos,1996-08-11,1996,Princes Park,True,77,59,1,0,18,4
Brisbane Bears,Fitzroy Lions,1996-08-17,1996,Princes Park,True,187,100,1,0,87,4
Brisbane Bears,Fremantle Dockers,1996-08-24,1996,The Gabba,True,71,70,1,0,1,4
Brisbane Bears,Collingwood Magpies,1996-08-31,1996,Victoria Park,False,51,100,0,0,-49,0
Brisbane Bears,Essendon Bombers,1996-09-06,1996,The Gabba,True,101,100,1,0,1,4
Brisbane Bears,Carlton Blues,1996-09-14,1996,The Gabba,True,170,73,1,0,97,4
Brisbane Bears,North Melbourne Kangaroos,1996-09-21,1996,Melbourne Cricket Ground,False,76,114,0,0,-38,0
Brisbane Lions,Adelaide Crows,1997-03-30,1997,AAMI Stadium,False,96,132,0,0,-36,0
Brisbane Lions,St Kilda Saints,1997-04-06,1997,The Gabba,True,154,57,1,0,97,4
Brisbane Lions,Hawthorn Hawks,1997-04-13,1997,Waverley Park,False,75,87,0,0,-12,0
Brisbane Lions,North Melbourne Kangaroos,1997-04-20,1997,The Gabba,True,109,83,1,0,26,4
Brisbane Lions,Port Adelaide Power,1997-04-27,1997,AAMI Stadium,False,71,73,0,0,-2,0
Brisbane Lions,Essendon Bombers,1997-05-03,1997,Melbourne Cricket Ground,False,71,102,0,0,-31,0
Brisbane Lions,West Coast Eagles,1997-05-11,1997,The Gabba,True,60,139,0,0,-79,0
Brisbane Lions,Fremantle Dockers,1997-05-18,1997,Domain Stadium,False,93,98,0,0,-5,0
Brisbane Lions,Geelong Cats,1997-05-25,1997,The Gabba,True,126,98,1,0,28,4
Brisbane Lions,Sydney Swans,1997-06-01,1997,The Gabba,True,92,89,1,0,3,4
Brisbane Lions,Carlton Blues,1997-06-09,1997,Princes Park,False,63,84,0,0,-21,0
Brisbane Lions,Melbourne Demons,1997-06-15,1997,Melbourne Cricket Ground,False,135,50,1,0,85,4
Brisbane Lions,Collingwood Magpies,1997-06-28,1997,The Gabba,True,88,73,1,0,15,4
Brisbane Lions,Richmond Tigers,1997-07-06,1997,The Gabba,True,68,50,1,0,18,4
Brisbane Lions,Western Bulldogs,1997-07-12,1997,Princes Park,False,137,73,1,0,64,4
Brisbane Lions,Adelaide Crows,1997-07-18,1997,The Gabba,True,118,87,1,0,31,4
Brisbane Lions,St Kilda Saints,1997-07-27,1997,Waverley Park,False,44,92,0,0,-48,0
Brisbane Lions,Hawthorn Hawks,1997-08-02,1997,The Gabba,True,141,71,1,0,70,4
Brisbane Lions,North Melbourne Kangaroos,1997-08-08,1997,Melbourne Cricket Ground,False,59,116,0,0,-57,0
Brisbane Lions,Port Adelaide Power,1997-08-16,1997,The Gabba,True,93,93,0,1,0,2
Brisbane Lions,Essendon Bombers,1997-08-23,1997,The Gabba,True,102,106,0,0,-4,0
Brisbane Lions,West Coast Eagles,1997-08-29,1997,WACA,False,81,120,0,0,-39,0
Brisbane Lions,St Kilda Saints,1997-09-07,1997,Waverley Park,False,89,135,0,0,-46,0
Brisbane Lions,Western Bulldogs,1998-03-28,1998,The Gabba,True,72,118,0,0,-46,0
Brisbane Lions,Sydney Swans,1998-04-04,1998,Sydney Cricket Ground,False,97,135,0,0,-38,0
Brisbane Lions,Melbourne Demons,1998-04-13,1998,The Gabba,True,87,100,0,0,-13,0
Brisbane Lions,North Melbourne Kangaroos,1998-04-19,1998,Melbourne Cricket Ground,False,120,137,0,0,-17,0
Brisbane Lions,Hawthorn Hawks,1998-04-25,1998,Waverley Park,False,83,124,0,0,-41,0
Brisbane Lions,Richmond Tigers,1998-05-01,1998,The Gabba,True,86,51,1,0,35,4
Brisbane Lions,St Kilda Saints,1998-05-09,1998,Waverley Park,False,99,82,1,0,17,4
Brisbane Lions,Essendon Bombers,1998-05-15,1998,Melbourne Cricket Ground,False,70,84,0,0,-14,0
Brisbane Lions,Adelaide Crows,1998-05-23,1998,The Gabba,True,50,98,0,0,-48,0
Brisbane Lions,Carlton Blues,1998-05-30,1998,Princes Park,False,87,111,0,0,-24,0
Brisbane Lions,Fremantle Dockers,1998-06-07,1998,Domain Stadium,False,50,121,0,0,-71,0
Brisbane Lions,Port Adelaide Power,1998-06-14,1998,The Gabba,True,123,123,0,1,0,2
Brisbane Lions,Geelong Cats,1998-06-20,1998,GMHBA Stadium,False,106,80,1,0,26,4
Brisbane Lions,Collingwood Magpies,1998-06-28,1998,The Gabba,True,135,83,1,0,52,4
Brisbane Lions,West Coast Eagles,1998-07-04,1998,The Gabba,True,49,76,0,0,-27,0
Brisbane Lions,Western Bulldogs,1998-07-18,1998,Princes Park,False,86,177,0,0,-91,0
Brisbane Lions,Sydney Swans,1998-07-26,1998,The Gabba,True,89,149,0,0,-60,0
Brisbane Lions,Melbourne Demons,1998-08-01,1998,Melbourne Cricket Ground,False,56,151,0,0,-95,0
Brisbane Lions,North Melbourne Kangaroos,1998-08-07,1998,The Gabba,True,86,113,0,0,-27,0
Brisbane Lions,Hawthorn Hawks,1998-08-15,1998,The Gabba,True,59,94,0,0,-35,0
Brisbane Lions,Richmond Tigers,1998-08-22,1998,Melbourne Cricket Ground,False,78,155,0,0,-77,0
Brisbane Lions,St Kilda Saints,1998-08-29,1998,The Gabba,True,92,91,1,0,1,4
Brisbane Lions,St Kilda Saints,1999-03-27,1999,The Gabba,True,152,63,1,0,89,4
Brisbane Lions,West Coast Eagles,1999-04-03,1999,Domain Stadium,False,73,83,0,0,-10,0
Brisbane Lions,Port Adelaide Power,1999-04-10,1999,The Gabba,True,80,103,0,0,-23,0
Brisbane Lions,Adelaide Crows,1999-04-17,1999,The Gabba,True,115,54,1,0,61,4
Brisbane Lions,Fremantle Dockers,1999-04-25,1999,Domain Stadium,False,108,53,1,0,55,4
Brisbane Lions,Melbourne Demons,1999-05-01,1999,The Gabba,True,93,70,1,0,23,4
Brisbane Lions,Collingwood Magpies,1999-05-08,1999,The Gabba,True,96,62,1,0,34,4
Brisbane Lions,Richmond Tigers,1999-05-16,1999,Melbourne Cricket Ground,False,119,135,0,0,-16,0
Brisbane Lions,Geelong Cats,1999-05-23,1999,The Gabba,True,144,87,1,0,57,4
Brisbane Lions,Western Bulldogs,1999-06-05,1999,The Gabba,True,44,66,0,0,-22,0
Brisbane Lions,Carlton Blues,1999-06-12,1999,Princes Park,False,94,78,1,0,16,4
Brisbane Lions,Essendon Bombers,1999-06-19,1999,The Gabba,True,71,89,0,0,-18,0
Brisbane Lions,Sydney Swans,1999-06-27,1999,Sydney Cricket Ground,False,133,98,1,0,35,4
Brisbane Lions,North Melbourne Kangaroos,1999-07-03,1999,Melbourne Cricket Ground,False,100,102,0,0,-2,0
Brisbane Lions,Hawthorn Hawks,1999-07-10,1999,The Gabba,True,92,61,1,0,31,4
Brisbane Lions,St Kilda Saints,1999-07-17,1999,Waverley Park,False,107,68,1,0,39,4
Brisbane Lions,West Coast Eagles,1999-07-25,1999,The Gabba,True,166,66,1,0,100,4
Brisbane Lions,Port Adelaide Power,1999-08-01,1999,AAMI Stadium,False,118,66,1,0,52,4
Brisbane Lions,Adelaide Crows,1999-08-08,1999,AAMI Stadium,False,83,44,1,0,39,4
Brisbane Lions,Fremantle Dockers,1999-08-15,1999,The Gabba,True,181,67,1,0,114,4
Brisbane Lions,Melbourne Demons,1999-08-21,1999,Melbourne Cricket Ground,False,159,104,1,0,55,4
Brisbane Lions,Collingwood Magpies,1999-08-28,1999,Victoria Park,False,94,52,1,0,42,4
Brisbane Lions,Carlton Blues,1999-09-04,1999,The Gabba,True,138,65,1,0,73,4
Brisbane Lions,Western Bulldogs,1999-09-11,1999,The Gabba,True,126,73,1,0,53,4
Brisbane Lions,North Melbourne Kangaroos,1999-09-17,1999,Melbourne Cricket Ground,False,78,123,0,0,-45,0
Brisbane Lions,Carlton Blues,2000-03-13,2000,Princes Park,False,112,152,0,0,-40,0
Brisbane Lions,Western Bulldogs,2000-03-19,2000,Marvel Stadium,False,139,110,1,0,29,4
Brisbane Lions,Hawthorn Hawks,2000-03-25,2000,Melbourne Cricket Ground,False,103,110,0,0,-7,0
Brisbane Lions,Port Adelaide Power,2000-04-02,2000,AAMI Stadium,False,106,149,0,0,-43,0
Brisbane Lions,Adelaide Crows,2000-04-08,2000,The Gabba,True,122,92,1,0,30,4
Brisbane Lions,St Kilda Saints,2000-04-15,2000,Marvel Stadium,False,105,66,1,0,39,4
Brisbane Lions,Fremantle Dockers,2000-04-25,2000,Domain Stadium,False,100,111,0,0,-11,0
Brisbane Lions,Essendon Bombers,2000-05-01,2000,The Gabba,True,63,127,0,0,-64,0
Brisbane Lions,Collingwood Magpies,2000-05-07,2000,The Gabba,True,146,117,1,0,29,4
Brisbane Lions,Melbourne Demons,2000-05-15,2000,Marvel Stadium,False,84,102,0,0,-18,0
Brisbane Lions,Sydney Swans,2000-05-21,2000,Sydney Cricket Ground,False,110,107,1,0,3,4
Brisbane Lions,Richmond Tigers,2000-05-27,2000,The Gabba,True,99,111,0,0,-12,0
Brisbane Lions,West Coast Eagles,2000-06-03,2000,The Gabba,True,173,89,1,0,84,4
Brisbane Lions,North Melbourne Kangaroos,2000-06-09,2000,Marvel Stadium,False,112,116,0,0,-4,0
Brisbane Lions,Geelong Cats,2000-06-17,2000,GMHBA Stadium,False,128,59,1,0,69,4
Brisbane Lions,Carlton Blues,2000-06-25,2000,The Gabba,True,112,156,0,0,-44,0
Brisbane Lions,Western Bulldogs,2000-07-02,2000,The Gabba,True,138,81,1,0,57,4
Brisbane Lions,Hawthorn Hawks,2000-07-09,2000,The Gabba,True,106,124,0,0,-18,0
Brisbane Lions,Port Adelaide Power,2000-07-16,2000,The Gabba,True,120,53,1,0,67,4
Brisbane Lions,Adelaide Crows,2000-07-23,2000,AAMI Stadium,False,115,78,1,0,37,4
Brisbane Lions,St Kilda Saints,2000-07-29,2000,The Gabba,True,153,63,1,0,90,4
Brisbane Lions,Fremantle Dockers,2000-08-05,2000,The Gabba,True,156,49,1,0,107,4
Brisbane Lions,Western Bulldogs,2000-08-12,2000,The Gabba,True,110,76,1,0,34,4
Brisbane Lions,Carlton Blues,2000-08-19,2000,Melbourne Cricket Ground,False,69,151,0,0,-82,0
Brisbane Lions,Port Adelaide Power,2001-03-31,2001,AAMI Stadium,False,93,99,0,0,-6,0
Brisbane Lions,North Melbourne Kangaroos,2001-04-08,2001,The Gabba,True,118,58,1,0,60,4
Brisbane Lions,Richmond Tigers,2001-04-14,2001,Melbourne Cricket Ground,False,94,116,0,0,-22,0
Brisbane Lions,Western Bulldogs,2001-04-21,2001,Marvel Stadium,False,87,140,0,0,-53,0
Brisbane Lions,Fremantle Dockers,2001-04-29,2001,The Gabba,True,171,122,1,0,49,4
Brisbane Lions,Geelong Cats,2001-05-05,2001,The Gabba,True,116,61,1,0,55,4
Brisbane Lions,Sydney Swans,2001-05-13,2001,Sydney Cricket Ground,False,112,80,1,0,32,4
Brisbane Lions,Carlton Blues,2001-05-19,2001,Princes Park,False,68,142,0,0,-74,0
Brisbane Lions,Adelaide Crows,2001-05-26,2001,The Gabba,True,122,127,0,0,-5,0
Brisbane Lions,Essendon Bombers,2001-06-02,2001,The Gabba,True,102,74,1,0,28,4
Brisbane Lions,West Coast Eagles,2001-06-09,2001,Domain Stadium,False,84,62,1,0,22,4
Brisbane Lions,Melbourne Demons,2001-06-17,2001,The Gabba,True,148,99,1,0,49,4
Brisbane Lions,Hawthorn Hawks,2001-06-29,2001,The Gabba,True,140,53,1,0,87,4
Brisbane Lions,St Kilda Saints,2001-07-07,2001,The Gabba,True,119,62,1,0,57,4
Brisbane Lions,Collingwood Magpies,2001-07-15,2001,Melbourne Cricket Ground,False,129,103,1,0,26,4
Brisbane Lions,Port Adelaide Power,2001-07-21,2001,The Gabba,True,94,60,1,0,34,4
Brisbane Lions,North Melbourne Kangaroos,2001-07-28,2001,Marvel Stadium,True,136,115,1,0,21,4
Brisbane Lions,Western Bulldogs,2001-08-05,2001,The Gabba,True,136,103,1,0,33,4
Brisbane Lions,Richmond Tigers,2001-08-12,2001,The Gabba,True,128,97,1,0,31,4
Brisbane Lions,Fremantle Dockers,2001-08-19,2001,Domain Stadium,False,138,87,1,0,51,4
Brisbane Lions,Geelong Cats,2001-08-26,2001,GMHBA Stadium,False,110,67,1,0,43,4
Brisbane Lions,Sydney Swans,2001-09-01,2001,The Gabba,True,93,62,1,0,31,4
Brisbane Lions,Port Adelaide Power,2001-09-08,2001,The Gabba,True,88,56,1,0,32,4
Brisbane Lions,Richmond Tigers,2001-09-22,2001,The Gabba,True,136,68,1,0,68,4
Brisbane Lions,Essendon Bombers,2001-09-29,2001,Melbourne Cricket Ground,True,108,82,1,0,26,4
Brisbane Lions,Sydney Swans,2002-03-31,2002,Sydney Cricket Ground,False,110,87,1,0,23,4
Brisbane Lions,Hawthorn Hawks,2002-04-07,2002,The Gabba,True,148,46,1,0,102,4
Brisbane Lions,Essendon Bombers,2002-04-13,2002,The Gabba,True,117,67,1,0,50,4
Brisbane Lions,Western Bulldogs,2002-04-20,2002,Marvel Stadium,False,94,78,1,0,16,4
Brisbane Lions,West Coast Eagles,2002-04-27,2002,Domain Stadium,False,75,121,0,0,-46,0
Brisbane Lions,Geelong Cats,2002-05-04,2002,The Gabba,True,146,89,1,0,57,4
Brisbane Lions,Port Adelaide Power,2002-05-12,2002,The Gabba,True,129,72,1,0,57,4
Brisbane Lions,Collingwood Magpies,2002-05-18,2002,Marvel Stadium,False,111,114,0,0,-3,0
Brisbane Lions,Fremantle Dockers,2002-05-26,2002,The Gabba,True,109,79,1,0,30,4
Brisbane Lions,Adelaide Crows,2002-06-01,2002,AAMI Stadium,False,94,101,0,0,-7,0
Brisbane Lions,St Kilda Saints,2002-06-09,2002,The Gabba,True,113,52,1,0,61,4
Brisbane Lions,North Melbourne Kangaroos,2002-06-22,2002,The Gabba,True,138,123,1,0,15,4
Brisbane Lions,Carlton Blues,2002-06-29,2002,The Gabba,True,124,109,1,0,15,4
Brisbane Lions,Melbourne Demons,2002-07-07,2002,The Gabba,True,110,131,0,0,-21,0
Brisbane Lions,Richmond Tigers,2002-07-13,2002,Marvel Stadium,True,118,55,1,0,63,4
Brisbane Lions,Sydney Swans,2002-07-21,2002,The Gabba,True,117,79,1,0,38,4
Brisbane Lions,Hawthorn Hawks,2002-07-27,2002,Melbourne Cricket Ground,False,124,68,1,0,56,4
Brisbane Lions,Essendon Bombers,2002-08-03,2002,Marvel Stadium,False,108,71,1,0,37,4
Brisbane Lions,Western Bulldogs,2002-08-10,2002,The Gabba,True,105,67,1,0,38,4
Brisbane Lions,West Coast Eagles,2002-08-17,2002,The Gabba,True,136,89,1,0,47,4
Brisbane Lions,Geelong Cats,2002-08-24,2002,GMHBA Stadium,False,110,55,1,0,55,4
Brisbane Lions,Port Adelaide Power,2002-08-31,2002,AAMI Stadium,False,84,90,0,0,-6,0
Brisbane Lions,Adelaide Crows,2002-09-07,2002,The Gabba,True,115,44,1,0,71,4
Brisbane Lions,Port Adelaide Power,2002-09-21,2002,The Gabba,True,138,82,1,0,56,4
Brisbane Lions,Collingwood Magpies,2002-09-28,2002,Melbourne Cricket Ground,True,75,66,1,0,9,4
Brisbane Lions,Essendon Bombers,2003-03-29,2003,The Gabba,True,104,61,1,0,43,4
Brisbane Lions,Port Adelaide Power,2003-04-05,2003,AAMI Stadium,False,86,76,1,0,10,4
Brisbane Lions,North Melbourne Kangaroos,2003-04-12,2003,Marvel Stadium,False,109,109,0,1,0,2
Brisbane Lions,Collingwood Magpies,2003-04-17,2003,The Gabba,True,95,81,1,0,14,4
Brisbane Lions,Western Bulldogs,2003-04-27,2003,The Gabba,True,106,79,1,0,27,4
Brisbane Lions,Geelong Cats,2003-05-04,2003,GMHBA Stadium,False,92,78,1,0,14,4
Brisbane Lions,Sydney Swans,2003-05-11,2003,Sydney Cricket Ground,False,79,98,0,0,-19,0
Brisbane Lions,Adelaide Crows,2003-05-17,2003,The Gabba,True,107,89,1,0,18,4
Brisbane Lions,Carlton Blues,2003-05-24,2003,Princes Park,False,153,76,1,0,77,4
Brisbane Lions,Melbourne Demons,2003-05-31,2003,The Gabba,True,123,63,1,0,60,4
Brisbane Lions,St Kilda Saints,2003-06-07,2003,Marvel Stadium,False,85,90,0,0,-5,0
Brisbane Lions,West Coast Eagles,2003-06-15,2003,The Gabba,True,91,160,0,0,-69,0
Brisbane Lions,Richmond Tigers,2003-06-28,2003,The Gabba,True,104,61,1,0,43,4
Brisbane Lions,Fremantle Dockers,2003-07-05,2003,Domain Stadium,False,72,75,0,0,-3,0
Brisbane Lions,Hawthorn Hawks,2003-07-13,2003,The Gabba,True,93,81,1,0,12,4
Brisbane Lions,Essendon Bombers,2003-07-19,2003,Marvel Stadium,False,86,94,0,0,-8,0
Brisbane Lions,Port Adelaide Power,2003-07-26,2003,The Gabba,True,103,104,0,0,-1,0
Brisbane Lions,North Melbourne Kangaroos,2003-08-02,2003,The Gabba,True,137,83,1,0,54,4
Brisbane Lions,Collingwood Magpies,2003-08-09,2003,Melbourne Cricket Ground,False,101,62,1,0,39,4
Brisbane Lions,Sydney Swans,2003-08-17,2003,The Gabba,True,76,90,0,0,-14,0
Brisbane Lions,Geelong Cats,2003-08-23,2003,The Gabba,True,123,86,1,0,37,4
Brisbane Lions,Western Bulldogs,2003-08-30,2003,Marvel Stadium,False,170,86,1,0,84,4
Brisbane Lions,Collingwood Magpies,2003-09-06,2003,Melbourne Cricket Ground,False,51,66,0,0,-15,0
Brisbane Lions,Adelaide Crows,2003-09-12,2003,The Gabba,True,124,82,1,0,42,4
Brisbane Lions,Sydney Swans,2003-09-20,2003,Accor Stadium,True,100,56,1,0,44,4
Brisbane Lions,Collingwood Magpies,2003-09-27,2003,Melbourne Cricket Ground,True,134,84,1,0,50,4
Brisbane Lions,Sydney Swans,2004-03-27,2004,The Gabba,True,80,78,1,0,2,4
Brisbane Lions,Adelaide Crows,2004-04-03,2004,AAMI Stadium,False,104,83,1,0,21,4
Brisbane Lions,Collingwood Magpies,2004-04-08,2004,The Gabba,True,137,77,1,0,60,4
Brisbane Lions,West Coast Eagles,2004-04-17,2004,Domain Stadium,False,76,79,0,0,-3,0
Brisbane Lions,Hawthorn Hawks,2004-04-24,2004,The Gabba,True,110,62,1,0,48,4
Brisbane Lions,St Kilda Saints,2004-05-01,2004,Marvel Stadium,False,91,92,0,0,-1,0
Brisbane Lions,North Melbourne Kangaroos,2004-05-08,2004,Marvel Stadium,False,120,76,1,0,44,4
Brisbane Lions,Carlton Blues,2004-05-15,2004,The Gabba,True,140,102,1,0,38,4
Brisbane Lions,Fremantle Dockers,2004-05-22,2004,Domain Stadium,False,78,137,0,0,-59,0
Brisbane Lions,Melbourne Demons,2004-05-30,2004,The Gabba,False,123,83,1,0,40,4
Brisbane Lions,Port Adelaide Power,2004-06-05,2004,The Gabba,True,123,86,1,0,37,4
Brisbane Lions,Essendon Bombers,2004-06-12,2004,Marvel Stadium,False,162,96,1,0,66,4
Brisbane Lions,Geelong Cats,2004-06-19,2004,GMHBA Stadium,False,65,92,0,0,-27,0
Brisbane Lions,Richmond Tigers,2004-07-03,2004,The Gabba,True,114,96,1,0,18,4
Brisbane Lions,Western Bulldogs,2004-07-11,2004,The Gabba,True,136,68,1,0,68,4
Brisbane Lions,Collingwood Magpies,2004-07-17,2004,Melbourne Cricket Ground,False,109,73,1,0,36,4
Brisbane Lions,Adelaide Crows,2004-07-24,2004,The Gabba,True,189,48,1,0,141,4
Brisbane Lions,Sydney Swans,2004-07-31,2004,Sydney Cricket Ground,False,51,83,0,0,-32,0
Brisbane Lions,West Coast Eagles,2004-08-08,2004,The Gabba,True,73,87,0,0,-14,0
Brisbane Lions,Hawthorn Hawks,2004-08-14,2004,Melbourne Cricket Ground,False,66,43,1,0,23,4
Brisbane Lions,St Kilda Saints,2004-08-22,2004,The Gabba,True,130,85,1,0,45,4
Brisbane Lions,North Melbourne Kangaroos,2004-08-28,2004,The Gabba,True,170,57,1,0,113,4
Brisbane Lions,St Kilda Saints,2004-09-03,2004,The Gabba,True,149,69,1,0,80,4
Brisbane Lions,Geelong Cats,2004-09-18,2004,Melbourne Cricket Ground,True,84,75,1,0,9,4
Brisbane Lions,Port Adelaide Power,2004-09-25,2004,Melbourne Cricket Ground,False,73,113,0,0,-40,0
Brisbane Lions,St Kilda Saints,2005-03-24,2005,The Gabba,True,116,93,1,0,23,4
Brisbane Lions,Port Adelaide Power,2005-04-02,2005,AAMI Stadium,False,73,75,0,0,-2,0
Brisbane Lions,Sydney Swans,2005-04-09,2005,The Gabba,True,81,87,0,0,-6,0
Brisbane Lions,Hawthorn Hawks,2005-04-16,2005,Melbourne Cricket Ground,False,69,115,0,0,-46,0
Brisbane Lions,West Coast Eagles,2005-04-24,2005,The Gabba,True,84,157,0,0,-73,0
Brisbane Lions,Essendon Bombers,2005-04-30,2005,Marvel Stadium,False,136,88,1,0,48,4
Brisbane Lions,Western Bulldogs,2005-05-07,2005,The Gabba,True,87,110,0,0,-23,0
Brisbane Lions,Adelaide Crows,2005-05-14,2005,AAMI Stadium,False,72,63,1,0,9,4
Brisbane Lions,Richmond Tigers,2005-05-21,2005,The Gabba,True,83,87,0,0,-4,0
Brisbane Lions,North Melbourne Kangaroos,2005-05-28,2005,The Gabba,True,93,112,0,0,-19,0
Brisbane Lions,Fremantle Dockers,2005-06-04,2005,Domain Stadium,False,106,67,1,0,39,4
Brisbane Lions,Carlton Blues,2005-06-11,2005,Marvel Stadium,False,140,82,1,0,58,4
Brisbane Lions,Geelong Cats,2005-06-19,2005,The Gabba,True,116,47,1,0,69,4
Brisbane Lions,Melbourne Demons,2005-07-02,2005,The Gabba,False,166,92,1,0,74,4
Brisbane Lions,Collingwood Magpies,2005-07-09,2005,The Gabba,True,133,55,1,0,78,4
Brisbane Lions,West Coast Eagles,2005-07-16,2005,Domain Stadium,False,88,111,0,0,-23,0
Brisbane Lions,Essendon Bombers,2005-07-23,2005,The Gabba,True,114,101,1,0,13,4
Brisbane Lions,Western Bulldogs,2005-07-30,2005,Marvel Stadium,False,123,151,0,0,-28,0
Brisbane Lions,Hawthorn Hawks,2005-08-07,2005,The Gabba,True,121,80,1,0,41,4
Brisbane Lions,Sydney Swans,2005-08-14,2005,Accor Stadium,False,40,124,0,0,-84,0
Brisbane Lions,Port Adelaide Power,2005-08-20,2005,The Gabba,True,51,81,0,0,-30,0
Brisbane Lions,St Kilda Saints,2005-08-27,2005,Marvel Stadium,False,47,186,0,0,-139,0
Brisbane Lions,Geelong Cats,2006-04-01,2006,GMHBA Stadium,False,38,115,0,0,-77,0
